step,v_y,a_y,is_context_region,is_inference_region
0,0.00016507069738746022,0.016507069738746022,0,0
1,-0.0006471148226911424,-0.08121855200786025,0,0
2,0.004527961871569162,0.5175076694260304,0,0
3,0.013285792778912842,0.875783090734368,0,0
4,0.0249992850197392,1.1713492240826358,0,0
5,0.0401681940124488,1.5168908992709604,0,0
6,0.05274466831171926,1.257647429927046,0,0
7,0.06524807883891676,1.2503410527197494,0,0
8,0.07114090513970985,0.5892826300793088,0,0
9,0.07396343894451847,0.28225338048086246,0,0
10,0.08140847785324273,0.7445038908724263,0,0
11,0.0858887999868111,0.44803221335683735,0,0
12,0.09299388299546932,0.7105083008658211,0,0
13,0.09725300018095598,0.42591171854866605,0,0
14,0.09726800065398292,0.0015000473026938188,0,0
15,0.09898258546280152,0.17145848088186005,0,0
16,0.10128943167827725,0.23068462154757358,0,0
17,0.10514625228239641,0.38568206041191544,0,0
18,0.10436290201317253,-0.07833502692238814,0,0
19,0.10262806822854303,-0.17348337846294914,0,0
20,0.10406782343042162,0.14397552018785842,0,0
21,0.09896975806522135,-0.5098065365200272,0,0
22,0.09940725578250693,0.043749771728558706,0,0
23,0.0972955555238174,-0.21117002586895361,0,0
24,0.10035212849365199,0.3056572969834595,0,0
25,0.0973423282623514,-0.30098002313005967,0,0
26,0.09375543583788454,-0.3586892424466859,0,0
27,0.0907512949351402,-0.300414090274434,0,0
28,0.08454882345496674,-0.6202471480173457,0,0
29,0.0882446835114469,0.3695860056480163,0,0
30,0.08305346750590284,-0.5191216005544064,0,0
31,0.08352004260983181,0.04665751039289734,0,0
32,0.08472967288339182,0.12096302735600112,0,0
33,0.07905847353282101,-0.567119935057081,0,0
34,0.07749855809746625,-0.15599154353547612,0,0
35,0.07665242061971624,-0.08461374777500169,0,0
36,0.07851464460267538,0.18622239829591408,0,0
37,0.07450390134209459,-0.401074326058079,0,0
38,0.07755060441381262,0.3046703071718032,0,0
39,0.07754284842102886,-0.000775599278375616,0,0
40,0.07284980903745043,-0.4693039383578429,0,0
41,0.07654569492280598,0.3695885885355549,0,0
42,0.07376650270923711,-0.27791922135688707,0,0
43,0.07578994152470321,0.20234388154660998,0,0
44,0.07152440108131299,-0.42655404433902255,0,0
45,0.06884269475670739,-0.26817063246055983,0,0
46,0.07472841407814115,0.5885719321433766,0,0
47,0.07783273332750407,0.31043192493629135,0,0
48,0.0748990015105673,-0.2933731816936763,0,0
49,0.0758079150139867,0.09089135034194007,0,0
