Parameter,Value
RUN_ID,7
TIMESTAMP,20260228-113712
OBJECT,nolid_cube_1.456
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,376
CTX_START_ABS,353
CTX_END_ABS,453
INF_START_ABS,373
INF_END_ABS,433
