Parameter,Value
RUN_ID,4
TIMESTAMP,20260226-174744
OBJECT,colored_cubes_0.397
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,697
GLOBAL_IMPACT_STEP,380
CTX_START_ABS,357
CTX_END_ABS,457
INF_START_ABS,377
INF_END_ABS,437
