Parameter,Value
RUN_ID,10
TIMESTAMP,20260226-175024
OBJECT,colored_cubes_0.397
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,696
GLOBAL_IMPACT_STEP,377
CTX_START_ABS,354
CTX_END_ABS,454
INF_START_ABS,374
INF_END_ABS,434
