Parameter,Value
RUN_ID,2
TIMESTAMP,20260227-182304
OBJECT,wooden_cube_0.570
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,393
CTX_START_ABS,370
CTX_END_ABS,470
INF_START_ABS,390
INF_END_ABS,450
