Parameter,Value
RUN_ID,5
TIMESTAMP,20260227-182424
OBJECT,wooden_cube_0.570
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,371
CTX_START_ABS,348
CTX_END_ABS,448
INF_START_ABS,368
INF_END_ABS,428
