Parameter,Value
RUN_ID,4
TIMESTAMP,20260226-235821
OBJECT,blue_cylinder_0.175
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,373
CTX_START_ABS,350
CTX_END_ABS,450
INF_START_ABS,370
INF_END_ABS,430
