Parameter,Value
RUN_ID,10
TIMESTAMP,20260227-000100
OBJECT,blue_cylinder_0.175
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,362
CTX_START_ABS,339
CTX_END_ABS,439
INF_START_ABS,359
INF_END_ABS,419
