Parameter,Value
RUN_ID,9
TIMESTAMP,20260227-000034
OBJECT,blue_cylinder_0.175
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,371
CTX_START_ABS,348
CTX_END_ABS,448
INF_START_ABS,368
INF_END_ABS,428
