Parameter,Value
RUN_ID,8
TIMESTAMP,20260227-000007
OBJECT,blue_cylinder_0.175
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,386
CTX_START_ABS,363
CTX_END_ABS,463
INF_START_ABS,383
INF_END_ABS,443
