Parameter,Value
RUN_ID,3
TIMESTAMP,20260226-235755
OBJECT,blue_cylinder_0.175
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,354
CTX_START_ABS,331
CTX_END_ABS,431
INF_START_ABS,351
INF_END_ABS,411
