Parameter,Value
RUN_ID,6
TIMESTAMP,20260226-181230
OBJECT,blue_cylinder_0.169
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,696
GLOBAL_IMPACT_STEP,529
CTX_START_ABS,506
CTX_END_ABS,606
INF_START_ABS,526
INF_END_ABS,586
