Parameter,Value
RUN_ID,2
TIMESTAMP,20260226-181044
OBJECT,blue_cylinder_0.169
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,697
GLOBAL_IMPACT_STEP,375
CTX_START_ABS,352
CTX_END_ABS,452
INF_START_ABS,372
INF_END_ABS,432
