Parameter,Value
RUN_ID,4
TIMESTAMP,20260226-130215
OBJECT,nolid_cube_0.694
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,697
GLOBAL_IMPACT_STEP,377
CTX_START_ABS,354
CTX_END_ABS,454
INF_START_ABS,374
INF_END_ABS,434
