Parameter,Value
RUN_ID,9
TIMESTAMP,20260226-130425
OBJECT,nolid_cube_0.694
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,697
GLOBAL_IMPACT_STEP,365
CTX_START_ABS,342
CTX_END_ABS,442
INF_START_ABS,362
INF_END_ABS,422
