Timestamp,Px,Py,Pz,Speed_m_s,Vx,Vy,Vz
1772142210.0347,-0.2417,0.2046,0.5883,0.0000,0.0000,0.0000,0.0000
1772142210.0459,-0.2417,0.2046,0.5883,0.0000,0.0000,0.0000,0.0000
1772142210.1014,-0.2417,0.2046,0.5883,0.0000,0.0000,0.0000,0.0000
1772142210.1127,-0.2417,0.2046,0.5883,0.0000,0.0000,0.0000,0.0000
1772142210.2238,-0.2386,0.2015,0.5793,0.0000,0.0000,0.0000,0.0000
1772142210.8359,-0.2377,0.2008,0.5772,0.0000,0.0000,0.0000,0.0000
