Parameter,Value
RUN_ID,10
TIMESTAMP,20260227-224253
OBJECT,nolid_cube_0.915
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,383
CTX_START_ABS,360
CTX_END_ABS,460
INF_START_ABS,380
INF_END_ABS,440
