Parameter,Value
RUN_ID,3
TIMESTAMP,20260226-164916
OBJECT,colored_cubes_0.167
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,696
GLOBAL_IMPACT_STEP,383
CTX_START_ABS,360
CTX_END_ABS,460
INF_START_ABS,380
INF_END_ABS,440
