Parameter,Value
RUN_ID,8
TIMESTAMP,20260226-165129
OBJECT,colored_cubes_0.167
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,697
GLOBAL_IMPACT_STEP,384
CTX_START_ABS,361
CTX_END_ABS,461
INF_START_ABS,381
INF_END_ABS,441
