Parameter,Value
RUN_ID,2
TIMESTAMP,20260226-164849
OBJECT,colored_cubes_0.167
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,695
GLOBAL_IMPACT_STEP,387
CTX_START_ABS,364
CTX_END_ABS,464
INF_START_ABS,384
INF_END_ABS,444
