Parameter,Value
RUN_ID,5
TIMESTAMP,20260226-165009
OBJECT,colored_cubes_0.167
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,695
GLOBAL_IMPACT_STEP,371
CTX_START_ABS,348
CTX_END_ABS,448
INF_START_ABS,368
INF_END_ABS,428
