Parameter,Value
RUN_ID,10
TIMESTAMP,20260226-165222
OBJECT,colored_cubes_0.167
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,697
GLOBAL_IMPACT_STEP,397
CTX_START_ABS,374
CTX_END_ABS,474
INF_START_ABS,394
INF_END_ABS,454
