step_local,v_y,a_y,is_inference_region
0,0.07732896879661286,-0.001981235110284918,0
1,0.07659133157216584,-0.07376372244470158,0
2,0.0795430368177519,0.29517052455860643,0
3,0.08082349349665974,0.1280456678907832,0
4,0.07720795452462174,-0.3615538972037993,0
5,0.07945638100681998,0.22484264821982375,0
6,0.0818885390156227,0.24321580088027123,0
7,0.07757052407479355,-0.43180149408291457,0
8,0.07902323731957046,0.14527132447769153,0
9,0.08327824553385882,0.42550082142883555,0
10,0.08003810110393163,-0.32401444299271914,0
11,0.08431963277338453,0.4281531669452901,0
12,0.08129937798104966,-0.30202547923348644,0
13,0.077637958726878,-0.3661419254171669,0
14,0.07874969144153507,0.11117327146570738,0
15,0.08033612997838711,0.15864385368520445,0
16,0.0755701451103617,-0.47659848680254163,0
17,0.07740121205412999,0.1831066943768292,0
18,0.07952307913672674,0.21218670825967484,0
19,0.07398708988783527,-0.5535989248891467,0
20,0.06551694514534914,-0.8470144742486126,1
21,0.06721313654696175,0.1696191401612604,1
22,0.06820904604000157,0.09959094930398205,1
23,0.05955660255147776,-0.8652443488523808,1
24,0.06322042550627098,0.36638229547932205,1
25,0.06145135952580518,-0.1769065980465799,1
26,0.062354312945714,0.0902953419908821,1
27,0.06404659354523026,0.16922805995162604,1
28,0.07078585163570753,0.6739258090477263,1
29,0.06401470889997905,-0.6771142735728471,1
30,0.06771858626806442,0.3703877368085362,1
31,0.0673928666334939,-0.032571963457050934,1
32,0.07097451878778742,0.3581652154293513,1
33,0.07306985183467288,0.20953330468854586,1
34,0.06917523995199301,-0.3894611882679866,1
35,0.07244618656086087,0.32709466088678557,1
36,0.07545260442927608,0.3006417868415212,1
37,0.07265737203195369,-0.2795232397322392,1
38,0.07627067320688383,0.3613301174930139,1
39,0.07399947975788058,-0.2271193449003242,1
40,0.07395281079524875,-0.0046668962631835065,1
41,0.07933750190949662,0.5384691114247872,1
42,0.07870300638768153,-0.063449552181509,1
43,0.07848625470184176,-0.0216751685839775,1
44,0.07939591568870305,0.09096609868612937,1
45,0.08122876700741781,0.18328513187147594,1
46,0.08197389476600936,0.07451277585915489,1
47,0.08063799685600828,-0.1335897910001077,1
48,0.08086744171222016,0.02294448562118745,1
49,0.08417681574952254,0.3309374037302387,1
50,0.07818458857938736,-0.5992227170135186,1
51,0.0832499317407883,0.5065343161400948,1
52,0.0802508350065417,-0.2999096734246601,1
53,0.08189278888909476,0.164195388255306,1
54,0.08035102799995929,-0.15417608891354767,1
55,0.07786870421265331,-0.2482323787305979,1
56,0.08068708299092954,0.28183787782762315,1
57,0.07941266599847877,-0.12744169924507748,1
58,0.08146156265352895,0.20488966550501891,1
59,0.0786759787119739,-0.27855839415550504,1
60,0.07855000738615896,-0.012597132581494697,1
61,0.07655833345158423,-0.19916739345747225,1
62,0.08171954677792442,0.5161213326340188,1
63,0.07652944030182599,-0.5190106476098438,1
64,0.0747539274819184,-0.17755128199075793,1
65,0.0763517208159513,0.15977933340328987,1
66,0.07856051179076827,0.22087909748169654,1
67,0.08457972570610287,0.6019213915334595,1
68,0.0825777137394598,-0.2002011966643069,1
69,0.07851818197373088,-0.4059531765728916,1
70,0.07998467712800744,0.1466495154276562,1
71,0.07952092164663827,-0.04637554813691769,1
72,0.07660299735192291,-0.29179242947153516,1
73,0.07822192860667453,0.16189312547516127,1
74,0.08012511583247078,0.19031872257962573,1
75,0.08005123154356227,-0.007388428890851839,1
76,0.07598178280695696,-0.4069448736605308,1
77,0.07903026834052634,0.30484855335693867,1
78,0.0807272722202855,0.1697003879759157,1
79,0.08039713440804089,-0.0330137812244613,1
80,0.0832185118806428,0.2821377472601916,0
81,0.07897087173708199,-0.4247640143560813,0
82,0.07739261171214211,-0.15782600249398815,0
83,0.08158221971414648,0.41896080020043663,0
84,0.07957210736560448,-0.20101123485419953,0
85,0.07762854900002734,-0.1943558365577136,0
86,0.07611229249070359,-0.15162565093237573,0
87,0.08034725395850897,0.4234961467805387,0
88,0.0809592396806145,0.06119857221055236,0
89,0.07745397268697657,-0.3505266993637929,0
90,0.07882098326785314,0.1367010580876571,0
91,0.07894918644828593,0.012820318043278711,0
92,0.07796356646620221,-0.0985619982083713,0
93,0.07954431008104931,0.15807436148470994,0
94,0.07946483317045457,-0.007947691059474737,0
95,0.07788163889160138,-0.15831942788531866,0
96,0.07492589495066845,-0.29557439409329256,0
97,0.07652328405167956,0.1597389101011107,0
98,0.08049981564761852,0.39765315959389563,0
99,0.08027525163789076,-0.02245640097277568,0
