Parameter,Value
RUN_ID,3
TIMESTAMP,20260226-132401
OBJECT,nolid_cube_0.915
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,695
GLOBAL_IMPACT_STEP,372
CTX_START_ABS,349
CTX_END_ABS,449
INF_START_ABS,369
INF_END_ABS,429
