Parameter,Value
RUN_ID,4
TIMESTAMP,20260226-122551
OBJECT,nolid_cube_0.498
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,388
CTX_START_ABS,365
CTX_END_ABS,465
INF_START_ABS,385
INF_END_ABS,445
