Parameter,Value
RUN_ID,8
TIMESTAMP,20260227-214303
OBJECT,nolid_cube_0.598
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,380
CTX_START_ABS,357
CTX_END_ABS,457
INF_START_ABS,377
INF_END_ABS,437
