Parameter,Value
RUN_ID,10
TIMESTAMP,20260226-233311
OBJECT,blue_cylinder_0.175
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,539
CTX_START_ABS,516
CTX_END_ABS,616
INF_START_ABS,536
INF_END_ABS,596
