Parameter,Value
RUN_ID,4
TIMESTAMP,20260226-233032
OBJECT,blue_cylinder_0.175
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,529
CTX_START_ABS,506
CTX_END_ABS,606
INF_START_ABS,526
INF_END_ABS,586
