Parameter,Value
RUN_ID,7
TIMESTAMP,20260226-233152
OBJECT,blue_cylinder_0.175
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,198
CTX_START_ABS,175
CTX_END_ABS,275
INF_START_ABS,195
INF_END_ABS,255
