Parameter,Value
RUN_ID,6
TIMESTAMP,20260225-000316
OBJECT,nolid_cube
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,363
CTX_START_ABS,340
CTX_END_ABS,440
INF_START_ABS,360
INF_END_ABS,420
