Parameter,Value
RUN_ID,3
TIMESTAMP,20260227-185925
OBJECT,nolid_cube_0.498
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,375
CTX_START_ABS,352
CTX_END_ABS,452
INF_START_ABS,372
INF_END_ABS,432
