Parameter,Value
RUN_ID,9
TIMESTAMP,20260227-190204
OBJECT,nolid_cube_0.498
SURFACE,wood_rough
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,383
CTX_START_ABS,360
CTX_END_ABS,460
INF_START_ABS,380
INF_END_ABS,440
