step,v_y,a_y,is_context_region,is_inference_region
0,-0.00010909410657505844,-0.010909410657505845,0,0
1,-0.0007949087069801176,-0.0685814600405059,0,0
2,0.003586366094872396,0.43812748018525133,0,0
3,0.012388670140419668,0.8802304045547271,0,0
4,0.024398205691739287,1.200953555131962,0,0
5,0.04170194443242574,1.7303738740686452,0,0
6,0.050176634445954604,0.8474690013528865,0,0
7,0.06374085290533811,1.3564218459383506,0,0
8,0.07313696090816124,0.939610800282313,0,0
9,0.07499911636559518,0.18621554574339422,0,0
10,0.08334827664627377,0.8349160280678586,0,0
11,0.08812227347657973,0.47739968303059654,0,0
12,0.0960407632728784,0.7918489796298667,0,0
13,0.09290335534429243,-0.3137407928585967,0,0
14,0.09656259194158498,0.3659236597292545,0,0
15,0.10147805595864917,0.49154640170641917,0,0
16,0.10556765157388978,0.408959561524061,0,0
17,0.10540658391368969,-0.01610676602000899,0,0
18,0.10534118055584457,-0.006540335784512019,0,0
19,0.10301361872746663,-0.23275618283779415,0,0
20,0.10533228164613775,0.23186629186711244,0,0
21,0.09942728928684896,-0.5904992359288791,0,0
22,0.10162330009685505,0.21960108100060882,0,0
23,0.09547985769555141,-0.6143442401303641,0,0
24,0.10031333976691147,0.4833482071360057,0,0
25,0.09593369229213625,-0.43796474747752195,0,0
26,0.09187718020153728,-0.4056512090598971,0,0
27,0.0853456053354222,-0.6531574866115081,0,0
28,0.08675970437061524,0.1414099035193045,0,0
29,0.08578748147100262,-0.09722228996126153,0,0
30,0.08642306727312131,0.0635585802118685,0,0
31,0.0861863606725024,-0.023670660061890503,0,0
32,0.08236694897292149,-0.3819411699580916,0,0
33,0.08061709418468907,-0.1749854788232419,0,0
34,0.07769823120500864,-0.29188629796804283,0,0
35,0.07597658753965925,-0.17216436653493955,0,0
36,0.07741557907967395,0.14389915400147002,0,0
37,0.07592394625581114,-0.1491632823862804,0,0
38,0.07684855839934207,0.09246121435309285,0,0
39,0.07696257692818934,0.011401852884726504,0,0
40,0.07757608962039367,0.06135126922043321,0,0
41,0.07503669973289862,-0.25393898874950527,0,0
42,0.07864573685687845,0.3609037123979836,0,0
43,0.07869572555159143,0.0049988694712982396,0,0
44,0.07565420654389202,-0.3041519007699417,0,0
45,0.0761034427547611,0.04492362108690778,0,0
46,0.0767033621258331,0.059991937107201077,0,0
47,0.07661828555687039,-0.008507656896271365,0,0
48,0.08011715138926316,0.34988658323927696,0,0
49,0.07549223833939553,-0.4624913049867632,0,0
50,0.0774977863783412,0.2005548038945676,0,0
51,0.07875660837714224,0.12588219988010352,0,0
52,0.0816075193302913,0.2850910953149058,0,0
53,0.07655679006797568,-0.5050729262315617,0,0
54,0.07990525853359384,0.33484684656181624,0,0
55,0.07747247677276334,-0.24327817608305047,0,0
56,0.07712770143680454,-0.034477533595879406,0,0
57,0.07510793073004904,-0.20197707067555054,0,0
58,0.07407849776800246,-0.10294329620465781,0,0
59,0.07466094896986492,0.0582451201862455,0,0
60,0.07429053176960357,-0.037041720026134706,0,0
61,0.0781076382483901,0.3817106478786525,0,0
62,0.07941729528641171,0.13096570380216194,0,0
63,0.07646500836000975,-0.29522869264019674,0,0
64,0.0837749210748805,0.7309912714870761,0,0
65,0.07998691783460166,-0.37880032402788505,0,0
66,0.07901153505593947,-0.09753827786621871,0,0
67,0.08204412006234907,0.30325850064095994,0,0
68,0.08115444441189998,-0.08896756504490899,0,0
69,0.08322807984988233,0.2073635437982349,0,0
70,0.08245212455844525,-0.07759552914370776,0,0
71,0.07756759088928628,-0.48845336691589747,0,0
72,0.08233329670131252,0.4765705812026247,0,0
73,0.07907070951135249,-0.3262587189960031,0,0
74,0.08140146041820809,0.2330750906855597,0,0
75,0.07669108966006198,-0.4710370758146107,0,0
76,0.07763305285931235,0.09419631992503702,0,0
77,0.0793231323886837,0.16900795293713494,0,0
78,0.07885201831137044,-0.04711140773132616,0,0
79,0.0767409118300903,-0.21111064812801422,0,0
80,0.07871335307857195,0.19724412484816572,0,0
81,0.07852904425159883,-0.0184308826973123,0,0
82,0.07594063786600302,-0.25884063855958067,0,0
83,0.07870214010628626,0.2761502240283237,0,0
84,0.07719879241485003,-0.15033476914362298,0,0
85,0.07834340246702239,0.1144610052172354,0,0
86,0.07666598941691266,-0.16774130501097245,0,0
87,0.07711362233926934,0.04476329223566805,0,0
88,0.0765671315188112,-0.05464908204581426,0,0
89,0.07816007010700476,0.15929385881935654,0,0
90,0.07664288013022069,-0.15171899767840724,0,0
91,0.08096430600409657,0.4321425873875878,0,0
92,0.07935545301067821,-0.16088529934183554,0,0
93,0.08117922120084789,0.1823768190169675,0,0
94,0.07672473193050422,-0.445448927034367,0,0
95,0.08141121336402776,0.4686481433523543,0,0
96,0.0795644987945587,-0.18467145694690684,0,0
97,0.07545723673458564,-0.41072620599730547,0,0
98,0.0821294257505049,0.6672189015919261,0,0
99,0.08051644189581765,-0.161298385468725,0,0
100,0.08174910824594547,0.12326663501278229,0,0
101,0.08125889273700763,-0.04902155089378385,0,0
102,0.0791725425560408,-0.20863501809668394,0,0
103,0.08191171557766636,0.273917302162556,0,0
104,0.07643512543334538,-0.5476590144320975,0,0
105,0.07816642277435357,0.17312973410081867,0,0
106,0.07664809650078223,-0.15183262735713327,0,0
107,0.0767738653842083,0.012576888342606674,0,0
108,0.07995298061261487,0.31791152284065677,0,0
109,0.07994127889973036,-0.0011701712884504278,0,0
110,0.0785177596445475,-0.1423519255182859,0,0
111,0.08023210507444413,0.17143454298966243,0,0
