Parameter,Value
RUN_ID,6
TIMESTAMP,20260301-165834
OBJECT,wooden_cube_even_0.348
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,378
CTX_START_ABS,355
CTX_END_ABS,455
INF_START_ABS,375
INF_END_ABS,435
