Parameter,Value
RUN_ID,2
TIMESTAMP,20260301-165646
OBJECT,wooden_cube_even_0.348
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,395
CTX_START_ABS,372
CTX_END_ABS,472
INF_START_ABS,392
INF_END_ABS,452
