step,v_y,a_y,is_context_region,is_inference_region
0,-0.0002576453140115811,-0.025764531401158107,0,0
1,-0.0005120988499441379,-0.025445353593255678,0,0
2,0.005220691789053518,0.5732790638997656,0,0
3,0.011888642686450434,0.6667950897396916,0,0
4,0.025780388083365087,1.3891745396914652,0,0
5,0.04191445744780937,1.6134069364444281,0,0
6,0.0502578969877389,0.8343439539929532,0,0
7,0.06698097444544025,1.6723077457701352,0,0
8,0.06977644272049106,0.2795468275050811,0,0
9,0.07362213481573947,0.3845692095248404,0,0
10,0.08228710477553854,0.8664969959799068,0,0
11,0.08734855711407828,0.5061452338539746,0,0
12,0.09394714687008543,0.6598589756007147,0,0
13,0.09812664695275083,0.4179500082665405,0,0
14,0.09702068729211705,-0.11059596606337874,0,0
15,0.09978168010922257,0.2760992817105526,0,0
16,0.09978035495215634,-0.0001325157066231486,0,0
17,0.10542744743609857,0.5647092483942225,0,0
18,0.10733619075250497,0.19087433164064055,0,0
19,0.10542307731440219,-0.19131134381027842,0,0
20,0.10372355626439374,-0.16995210500084512,0,0
21,0.10131913289855608,-0.24044233658376546,0,0
22,0.10416531983345835,0.2846186934902267,0,0
23,0.0969195378129197,-0.7245782020538646,0,0
24,0.09849164370542146,0.15721058925017573,0,0
25,0.09604205529875273,-0.2449588406668729,0,0
26,0.09170485722825927,-0.4337198070493459,0,0
27,0.08969241728925006,-0.20124399390092085,0,0
28,0.08588364330465524,-0.3808773984594824,0,0
29,0.08888254329307348,0.29988999884182355,0,0
30,0.08484227492328927,-0.4040268369784203,0,0
31,0.08653212182870376,0.16898469054144882,0,0
32,0.08193676291351125,-0.4595358915192513,0,0
33,0.08159343874313263,-0.034332417037861995,0,0
34,0.07736495197986265,-0.42284867632699785,0,0
35,0.0753040766968622,-0.20608752830004462,0,0
36,0.07583325138281746,0.05291746859552582,0,0
37,0.07674469628192665,0.09114448991091872,0,0
38,0.07714077355439321,0.03960772724665579,0,0
39,0.0788589994586275,0.17182259042342884,0,0
40,0.07427096096581562,-0.4588038492811877,0,0
41,0.07606145296793426,0.17904920021186432,0,0
42,0.07608920603266338,0.0027753064729116317,0,0
43,0.07632354831023806,0.023434227757468395,0,0
44,0.07236003914953594,-0.3963509160702122,0,0
45,0.07359533131966456,0.12352921701286185,0,0
46,0.07085103842661031,-0.2744292893054251,0,0
47,0.07759842384960092,0.6747385422990609,0,0
48,0.07631053977864376,-0.12878840709571598,0,0
49,0.07793172927175886,0.16211894931150994,0,0
50,0.07780331032536299,-0.01284189463958696,0,0
51,0.08080238039202758,0.2999070066664597,0,0
52,0.07823731016335263,-0.25650702286749566,0,0
53,0.07901670359798472,0.07793934346320974,0,0
54,0.07898529272226501,-0.003141087571971457,0,0
55,0.07803891566200592,-0.09463770602590876,0,0
56,0.07478773218692907,-0.32511834750768576,0,0
57,0.0770743254439869,0.22865932570578368,0,0
58,0.07525027244527235,-0.18240529987145482,0,0
59,0.07359926846899366,-0.1651003976278695,0,0
60,0.07244483058024066,-0.1154437888752996,0,0
61,0.07761349599321436,0.51686654129737,0,0
62,0.07865344484403303,0.10399488508186644,0,0
63,0.07639990910470368,-0.22535357393293487,0,0
64,0.07857132336735712,0.21714142626534372,0,0
65,0.08174782188270813,0.31764985153510117,0,0
66,0.08064854566553324,-0.10992762171748854,0,0
67,0.08193793416591569,0.12893885003824462,0,0
68,0.08375669735541641,0.18187631895007217,0,0
69,0.08263845815877432,-0.11182391966420846,0,0
70,0.08062737237877489,-0.20110857799994358,0,0
71,0.07698027899003482,-0.3647093388740072,0,0
72,0.07784014029791103,0.0859861307876214,0,0
73,0.07810280640314453,0.02626661052334972,0,0
74,0.0756274368155321,-0.2475369587612422,0,0
75,0.07782401387269686,0.21965770571647503,0,0
76,0.07722663240909862,-0.05973814635982372,0,0
77,0.07900424523100837,0.17776128219097465,0,0
78,0.08078599918811788,0.17817539571095137,0,0
79,0.07833050519672646,-0.24554939913914164,0,0
80,0.0801705496194556,0.18400444227291424,0,0
81,0.0753440478882513,-0.48265017312043024,0,0
82,0.07867887241245673,0.3334824524205429,0,0
83,0.08082874888094943,0.2149876468492698,0,0
84,0.07724071214790873,-0.35880367330407004,0,0
85,0.07891940490869233,0.16786927607835983,0,0
86,0.07864841688578374,-0.027098802290859147,0,0
87,0.07915826267851314,0.05098457927294048,0,0
88,0.07629924786672011,-0.28590148117930286,0,0
89,0.0730388337627262,-0.3260414103993914,0,0
90,0.07304484582294948,0.0006012060223284377,0,0
91,0.07985634971070481,0.6811503887755324,0,0
92,0.08011028446418934,0.025393475348453598,0,0
93,0.07856744275066474,-0.15428417135246036,0,0
94,0.07937185841970561,0.08044156690408671,0,0
95,0.07766060359694293,-0.17112548227626728,0,0
96,0.07934513558398387,0.1684531987040938,0,0
97,0.0810122071909972,0.16670716070133346,0,0
98,0.07999346198596817,-0.10187452050290369,0,0
99,0.0804150702657512,0.042160827978303395,0,0
100,0.08044145268802194,0.0026382422270737615,0,0
101,0.08216879194948504,0.17273392614630956,0,0
102,0.08104769093815156,-0.11211010113334752,0,0
103,0.07999272112992528,-0.10549698082262804,0,0
104,0.08041251063986188,0.04197895099365967,0,0
105,0.07748968535046513,-0.29228252893967466,0,0
106,0.07751690675327974,0.002722140281460894,0,0
107,0.07615445119938444,-0.13624555538953032,0,0
108,0.08052909044125763,0.4374639241873188,0,0
109,0.07945501135730575,-0.10740790839518788,0,0
110,0.0741688124025029,-0.528619895480284,0,0
111,0.08079298523895007,0.6624172836447159,0,0
112,0.07745675202481231,-0.3336233214137757,0,0
113,0.07385439323526372,-0.3602358789548593,0,0
114,0.07733693101587676,0.34825377806130403,0,0
115,0.07808666699510963,0.07497359792328767,0,0
116,0.07719270992546302,-0.08939570696466087,0,0
117,0.08075455516608329,0.3561845240620268,0,0
118,0.08207530629194507,0.13207511258617743,0,0
119,0.07832027917106274,-0.3755027120882326,0,0
120,0.07980947725565078,0.1489198084588042,0,0
121,0.08019146467284602,0.0381987417195237,0,0
122,0.0778798377202075,-0.23116269526385208,0,0
123,0.07916652354508766,0.128668582488016,0,0
124,0.07732708063589352,-0.18394429091941333,0,0
125,0.07505111753772559,-0.2275963098167938,0,0
126,0.07921815013820063,0.4167032600475046,0,0
127,0.07799106253290006,-0.12270876053005753,0,0
128,0.07939191194919491,0.14008494162948554,0,0
129,0.07929368316337146,-0.009822878582345373,0,0
130,0.08115550158226059,0.1861818418889133,0,0
131,0.08034835430365853,-0.08071472786020661,0,0
132,0.08056289528958828,0.021454098592975368,0,0
133,0.08144041483123392,0.08775195416456383,0,0
134,0.07969722286987589,-0.1743191961358026,0,0
135,0.08070150628711582,0.10042834172399318,0,0
136,0.08050626554373624,-0.019524074337957942,0,0
137,0.0775526879248203,-0.2953577618915945,0,0
138,0.07615553988723836,-0.13971480375819384,0,0
139,0.07695206475338545,0.07965248661470914,0,0
140,0.07757721859616787,0.06251538427824166,0,0
141,0.07757108258555602,-0.0006136010611848541,0,0
142,0.07773462520763255,0.01635426220765318,0,0
143,0.07890060432688367,0.11659791192511204,0,0
144,0.07820685351723826,-0.06937508096454131,0,0
145,0.07987080332773779,0.16639498104995265,0,0
146,0.07959260652908212,-0.027819679865566382,0,0
147,0.08256937343356713,0.29767669044850065,0,0
148,0.08112930680623182,-0.14400666273353124,0,0
149,0.07898643117544543,-0.2142875630786384,0,0
150,0.07885871010867225,-0.012772106677318151,0,0
151,0.07788208671541307,-0.0976623393259185,0,0
152,0.07673531593435953,-0.11467707810535327,0,0
153,0.07885918517972691,0.21238692453673796,0,0
154,0.07725370773815443,-0.1605477441572481,0,0
155,0.07771307141015509,0.04593636720006539,0,0
156,0.08068573845392489,0.29726670437698055,0,0
157,0.0780837154439866,-0.2602023009938295,0,0
158,0.07865137972164132,0.056766427765472804,0,0
159,0.08060978807444524,0.19584083528039198,0,0
160,0.08149228369786511,0.08824956234198683,0,0
161,0.0817951282035896,0.030284450572448662,0,0
162,0.08072713987840147,-0.10679883251881322,0,0
163,0.07668295487204342,-0.4044185006358045,0,0
164,0.07741499191639663,0.07320370443532065,0,0
165,0.08114045075584733,0.37254588394507043,0,0
166,0.08040023508843161,-0.07402156674157223,0,0
167,0.07529355303405001,-0.5106682054381597,0,0
168,0.07959120594931862,0.429765291526861,0,0
169,0.0791931089432561,-0.03980970060625255,0,0
170,0.08026223094188083,0.10691219986247308,0,0
171,0.07822817186867095,-0.20340590732098734,0,0
172,0.0771523382474748,-0.10758336211961483,0,0
173,0.07709361831954353,-0.005871992793127223,0,0
174,0.07845267635780943,0.13590580382659007,0,0
175,0.07654369898753696,-0.19089773702724716,0,0
176,0.07874486243600244,0.2201163448465479,0,0
177,0.07883561383379181,0.009075139778937091,0,0
178,0.07767854169652239,-0.1157072137269427,0,0
179,0.08122016568940106,0.3541623992878676,0,0
180,0.07932151281230672,-0.18986528770943423,0,0
181,0.07977058722352146,0.04490744112147366,0,0
182,0.08152317313174835,0.17525859082268974,0,0
183,0.08095127001527862,-0.057190311646973524,0,0
184,0.07694486958206954,-0.4006400433209073,0,0
185,0.07793099733889856,0.09861277568290194,0,0
186,0.08178972656673861,0.38587292278400437,0,0
187,0.07959368259475683,-0.21960439719817815,0,0
188,0.07819482976960322,-0.13988528251536042,0,0
189,0.07945775717813514,0.12629274085319137,0,0
190,0.08133070631909259,0.18729491409574528,0,0
191,0.07727948770430963,-0.4051218614782956,0,0
192,0.07895858525064009,0.16790975463304575,0,0
193,0.08021220154513684,0.12536162944967455,0,0
194,0.07910190507689871,-0.11102964682381256,0,0
195,0.0777702661652482,-0.1331638911650515,0,0
196,0.07644398861185943,-0.1326277553388766,0,0
197,0.07483427169806899,-0.16097169137904432,0,0
198,0.07595189777162674,0.11176260735577537,0,0
199,0.07945774748643823,0.3505849714811493,0,0
200,0.0758238618500586,-0.3633885636379633,0,0
201,0.0786748539747933,0.28509921247347053,0,0
202,0.07677488097971195,-0.18999729950813504,0,0
203,0.08054971951630992,0.3774838536597963,0,0
204,0.07678980924501129,-0.37599102712986276,0,0
205,0.07952220361654566,0.2732394371534372,0,0
206,0.0797086316703876,0.01864280538419333,0,0
207,0.08033601558523426,0.06273839148466659,0,0
208,0.08058550685096749,0.024949126573323155,0,0
209,0.08146593325550656,0.08804264045390725,0,0
210,0.0790149368702798,-0.2450996385226764,0,0
211,0.07725287667174043,-0.17620601985393752,0,0
212,0.0774957413225627,0.024286465082228037,0,0
213,0.08034913440669345,0.285339308413074,0,0
214,0.08115800629435643,0.08088718876629875,0,0
215,0.08103557835939916,-0.012242793495727267,0,0
216,0.08146281384666312,0.04272354872639633,0,0
217,0.07917762876657883,-0.22851850800842954,0,0
218,0.07951670597640202,0.03390772098231937,0,0
219,0.08098209734446217,0.14653913680601482,0,0
220,0.07958522615148139,-0.1396871192980778,0,0
221,0.07559990534261153,-0.39853208088698605,0,0
222,0.07828196738367864,0.2682062041067107,0,0
223,0.0771559681741394,-0.11259992095392357,0,0
224,0.07830188096324399,0.11459127891045862,0,0
225,0.07478027712592278,-0.35216038373212105,0,0
226,0.07740549657848285,0.2625219452560071,0,0
227,0.07324085465060452,-0.41646419278783264,0,0
228,0.07688118708189134,0.3640332431286822,0,0
229,0.07656845479436768,-0.031273228752366766,0,0
230,0.07927584896142931,0.270739416706163,0,0
231,0.07724312057721582,-0.2032728384213492,0,0
232,0.08099973729228577,0.3756616715069952,0,0
233,0.08029758103208318,-0.0702156260202591,0,0
234,0.07662457258708462,-0.3673008444998557,0,0
235,0.0764652591307363,-0.01593134563483145,0,0
236,0.07960946408973935,0.31442049590030413,0,0
237,0.0777370838044825,-0.18723802852568389,0,0
238,0.07769039724201171,-0.004668656247079628,0,0
239,0.08153528682046451,0.38448895784528037,0,0
240,0.08034607048738505,-0.11892163330794597,0,0
241,0.0815383636117201,0.11922931243350393,0,0
242,0.07714431773180708,-0.43940458799130167,0,0
243,0.08046672885226022,0.3322411120453145,0,0
244,0.08014677642302323,-0.03199524292369915,0,0
245,0.07903656816644306,-0.11102082565801752,0,0
246,0.08178111200284563,0.2744543836402574,0,0
247,0.07881845508053327,-0.29626569223123594,0,0
248,0.07561574332409728,-0.3202711756435994,0,0
249,0.07407965480762162,-0.15360885164756588,0,0
250,0.08013376774311379,0.605411293549217,0,0
251,0.07621998456191659,-0.39137831811972,0,0
252,0.07709417796686555,0.08741934049489586,0,0
253,0.07904736917555369,0.1953191208688143,0,0
254,0.07495696923887292,-0.4090399936680769,0,0
255,0.07600851594968444,0.10515467108115212,0,0
256,0.07639763866853452,0.03891227188500823,0,0
257,0.07916921871269184,0.27715800441573124,0,0
258,0.08028416977755926,0.11149510648674199,0,0
