step_local,v_y,a_y,is_inference_region
0,0.08315844886799147,0.6811240627509554,0
1,0.08985627826224266,0.6697829394251189,0
2,0.0956650962854068,0.5808818023164144,0
3,0.10106255210206419,0.5397455816657389,0
4,0.0997234344397401,-0.13391176623240852,0
5,0.0991134325209651,-0.06100019187749994,0
6,0.10097178000523699,0.18583474842718828,0
7,0.10486147478786227,0.3889694782625283,0
8,0.1048330667700583,-0.0028408017803974173,0
9,0.10277939805456202,-0.20536687154962818,0
10,0.10550684553389753,0.27274474793355097,0
11,0.10241207615719058,-0.30947693767069406,0
12,0.10339610281380676,0.0984026656616177,0
13,0.10059411601006446,-0.2801986803742301,0
14,0.09818942821783086,-0.24046877922336007,0
15,0.09386185869564517,-0.4327569522185687,0
16,0.09077347594902958,-0.30883827466155894,0
17,0.08943461629324269,-0.13388596557868948,0
18,0.08551785031420997,-0.39167659790327186,0
19,0.08975921477350987,0.4241364459299901,0
20,0.08559345396872763,-0.41657608047822453,1
21,0.08567371970789092,0.008026573916329605,1
22,0.08544918223891718,-0.02245374689737456,1
23,0.07707799969133336,-0.8371182547583816,1
24,0.07879703275083116,0.17190330594978043,1
25,0.07477353383328628,-0.40234989175448876,1
26,0.07758934808851486,0.2815814255228588,1
27,0.07633946772682335,-0.12498803616915188,1
28,0.07886749216481576,0.252802443799241,1
29,0.0774500024935483,-0.14174896712674523,1
30,0.07335883902197855,-0.40911634715697504,1
31,0.07555414371624197,0.21953046942634197,1
32,0.07414619247724638,-0.14079512389955917,1
33,0.07757578698149495,0.34295945042485676,1
34,0.07301027906923184,-0.45655079122631087,1
35,0.07547961414666784,0.2469335077436005,1
36,0.07891370758633934,0.3434093439671493,1
37,0.07840641665707425,-0.0507290929265089,1
38,0.07924990469229293,0.08434880352186785,1
39,0.07752530134135793,-0.17246033509349945,1
40,0.07820050586710571,0.06752045257477773,1
41,0.07938443268958364,0.11839268224779348,1
42,0.07406389658681739,-0.5320536102766255,1
43,0.07692765360471178,0.2863757017894389,1
44,0.07581069447536883,-0.11169591293429537,1
45,0.07690115371254495,0.10904592371761279,1
46,0.07367578802174098,-0.32253656908039774,1
47,0.07277700032417084,-0.08987876975701387,1
48,0.07819543869754418,0.5418438373373343,1
49,0.07583640963084728,-0.23590290666968966,1
50,0.07768198060855035,0.1845570977703062,1
51,0.07801516503835076,0.033318442980041774,1
52,0.07932900910636514,0.13138440680143804,1
53,0.07947325679540519,0.014424768904004737,1
54,0.07828082276923345,-0.11924340261717375,1
55,0.08310592924773627,0.48251064785028164,1
56,0.08202160770357296,-0.10843215441633108,1
57,0.07856821718496988,-0.3453390518603078,1
58,0.07856578557028314,-0.00024316146867431332,1
59,0.0795882454213426,0.10224598510594624,1
60,0.07743313005208566,-0.21551153692569436,1
61,0.07681395111637006,-0.06191789357156002,1
62,0.08015419616497793,0.33402450486078733,1
63,0.07748228208104092,-0.26719140839370076,1
64,0.08631389835226565,0.8831616271224724,1
65,0.08002824013277815,-0.6285658219487497,1
66,0.0752466008746569,-0.4781639258121251,1
67,0.07720933378819382,0.19627329135369215,1
68,0.07878238930122063,0.15730555130268054,1
69,0.07632340858173052,-0.2458980719490106,1
70,0.07866353678151307,0.23401281997825485,1
71,0.07470005796654221,-0.3963478814970861,1
72,0.07999434114324706,0.5294283176704856,1
73,0.07594910182329456,-0.4045239319952501,1
74,0.074789740983985,-0.11593608393095645,1
75,0.07744720492400692,0.265746394002192,1
76,0.0777875416906732,0.034033676666628265,1
77,0.07475345264398225,-0.30340890466909465,1
78,0.0771457887025169,0.23923360585346443,1
79,0.07718435798368999,0.0038569281173087,1
80,0.07784424428609955,0.0659886302409568,0
81,0.08080710668079871,0.2962862394699159,0
82,0.07947121121798978,-0.13358954628089337,0
83,0.08060728567756484,0.11360744595750594,0
84,0.07932702230783976,-0.12802633697250737,0
85,0.07850112480597181,-0.0825897501867956,0
86,0.07863085998035403,0.012973517438222282,0
87,0.08071027869104348,0.20794187106894513,0
88,0.08113299966063806,0.04227209695945727,0
89,0.07767048001944765,-0.34625196411904036,0
90,0.08176252481642454,0.409204479697689,0
91,0.07789489841540037,-0.3867626401024171,0
92,0.07904176475630215,0.11468663409017754,0
93,0.07920728181400091,0.016551705769876635,0
94,0.08048670021017514,0.12794183961742228,0
95,0.07601284321828751,-0.4473856991887626,0
96,0.07628970459210456,0.027686137381705,0
97,0.07834982210476064,0.20601175126560844,0
98,0.07829457841887213,-0.005524368588850914,0
99,0.08010372113948638,0.18091427206142485,0
