Parameter,Value
RUN_ID,8
TIMESTAMP,20260226-123943
OBJECT,nolid_cube_0.598
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,374
CTX_START_ABS,351
CTX_END_ABS,451
INF_START_ABS,371
INF_END_ABS,431
