Parameter,Value
RUN_ID,7
TIMESTAMP,20260226-123917
OBJECT,nolid_cube_0.598
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,362
CTX_START_ABS,339
CTX_END_ABS,439
INF_START_ABS,359
INF_END_ABS,419
