Parameter,Value
RUN_ID,9
TIMESTAMP,20260226-181350
OBJECT,blue_cylinder_0.169
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,697
GLOBAL_IMPACT_STEP,538
CTX_START_ABS,515
CTX_END_ABS,615
INF_START_ABS,535
INF_END_ABS,595
