Parameter,Value
RUN_ID,3
TIMESTAMP,20260226-181111
OBJECT,blue_cylinder_0.169
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,697
GLOBAL_IMPACT_STEP,396
CTX_START_ABS,373
CTX_END_ABS,473
INF_START_ABS,393
INF_END_ABS,453
