Timestamp,Px,Py,Pz,Speed_m_s,Vx,Vy,Vz
1771975844.7730,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975844.8228,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975844.8729,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975844.9232,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975844.9734,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.0237,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.0745,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.1252,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.1744,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.2258,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.2758,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.3251,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.3765,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.4262,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.4768,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.5271,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.5776,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.6273,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.6776,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.7281,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.7782,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.8286,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.8779,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.9281,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975845.9789,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.0289,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.0793,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.1298,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.1802,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.2307,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.2800,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.3300,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.3812,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.4307,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.4818,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.5318,-0.2490,0.0763,0.7689,96.2341,-16.9121,-25.5495,-94.7364
1771975846.5816,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.6323,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.6826,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.7325,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.7833,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.8325,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.8834,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.9336,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975846.9833,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975847.0335,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975847.0838,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975847.1345,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975847.1846,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975847.2355,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975847.2854,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975847.3354,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975847.3851,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975847.4363,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975847.4856,-0.2491,0.0763,0.7682,0.0153,-0.0029,-0.0014,-0.0150
1771975847.5368,-0.2490,0.0763,0.7689,0.0147,0.0028,0.0013,0.0144
1771975847.5874,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
1771975847.6375,-0.2491,0.0763,0.7682,0.0150,-0.0029,-0.0014,-0.0148
1771975847.6876,-0.2490,0.0763,0.7689,0.0150,0.0029,0.0014,0.0147
1771975847.7375,-0.2490,0.0763,0.7689,0.0000,0.0000,0.0000,0.0000
