Timestamp,Px,Py,Pz,Speed_m_s,Vx,Vy,Vz
1771975673.1394,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.1899,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.2396,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.2898,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.3405,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.3909,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.4412,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.4916,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.5410,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.5913,-0.2512,0.0770,0.7079,0.1308,-0.0376,0.0118,0.1252
1771975673.6415,-0.2493,0.0764,0.7016,0.1311,0.0377,-0.0118,-0.1255
1771975673.6919,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.7420,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.7924,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.8429,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.8930,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.9436,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975673.9939,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.0444,-0.2493,0.0764,0.7016,106.3282,23.0512,-25.0031,-103.7995
1771975674.0941,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.1449,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.1956,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.2449,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.2947,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.3463,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.3953,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.4465,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.4971,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.5459,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.5968,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.6465,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.6977,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.7480,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.7972,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.8475,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.8984,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.9480,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975674.9993,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.0488,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.0997,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.1489,-0.2484,0.0763,0.6985,0.0645,0.0191,-0.0017,-0.0616
1771975675.1999,-0.2493,0.0764,0.7016,0.0623,-0.0185,0.0016,0.0595
1771975675.2494,-0.2512,0.0770,0.7079,0.1328,-0.0382,0.0119,0.1272
1771975675.3005,-0.2493,0.0764,0.7016,0.1289,0.0371,-0.0116,-0.1234
1771975675.3507,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.4013,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.4517,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.5011,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.5517,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.6017,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.6521,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.7026,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.7528,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.8028,-0.2493,0.0764,0.7016,89.1995,8.7824,-25.9511,-88.7661
1771975675.8534,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.9036,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975675.9535,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975676.0032,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975676.0543,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975676.1036,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975676.1547,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975676.2041,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975676.2551,-0.2493,0.0764,0.7016,0.0000,0.0000,0.0000,0.0000
1771975676.3056,-0.2508,0.0765,0.7069,0.1093,-0.0301,0.0017,0.1050
1771975676.3559,-0.2499,0.0768,0.7061,0.0235,0.0175,0.0070,-0.0157
1771975676.9078,0.2618,0.0744,0.7338,0.0632,-0.0162,-0.0050,-0.0611
1771975676.9585,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.0088,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.0591,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.1097,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.1589,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.2090,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.2599,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.3101,0.2626,0.0746,0.7368,0.0627,0.0161,0.0049,0.0606
1771975677.3597,0.2618,0.0744,0.7338,0.0634,-0.0163,-0.0050,-0.0613
1771975677.4103,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.4609,0.2618,0.0744,0.7338,89.1403,18.7897,-25.7009,-87.1375
1771975677.5117,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.5613,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.6116,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.6620,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.7122,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.7628,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.8120,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.8623,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.9125,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975677.9632,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975678.0134,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975678.0639,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
1771975678.1138,0.2618,0.0744,0.7338,0.0000,0.0000,0.0000,0.0000
