Timestamp,Px,Py,Pz,Speed_m_s,Vx,Vy,Vz
1771975757.2817,-0.2975,0.0760,0.7405,0.0000,0.0000,0.0000,0.0000
1771975757.3316,-0.2975,0.0760,0.7405,0.0000,0.0000,0.0000,0.0000
1771975757.3826,-0.2975,0.0760,0.7405,0.0000,0.0000,0.0000,0.0000
1771975757.4320,-0.2975,0.0760,0.7405,0.0000,0.0000,0.0000,0.0000
1771975757.6341,-0.2975,0.0760,0.7405,0.0000,0.0000,0.0000,0.0000
1771975757.6837,-0.2975,0.0760,0.7405,0.0000,0.0000,0.0000,0.0000
1771975757.7334,-0.2975,0.0760,0.7405,0.0000,0.0000,0.0000,0.0000
1771975757.7842,-0.3125,0.0806,0.7763,0.7632,-0.2947,0.0905,0.7040
1771975757.8347,-0.2975,0.0760,0.7405,0.7684,0.2967,-0.0911,-0.7088
1771975757.8851,-0.2975,0.0760,0.7405,0.0000,0.0000,0.0000,0.0000
1771975757.9353,-0.3085,0.0793,0.7669,0.5695,-0.2185,0.0671,0.5259
1771975757.9849,-0.3162,0.0812,0.7858,0.4110,-0.1565,0.0375,0.3800
1771975758.0355,-0.3140,0.0807,0.7800,0.1222,0.0448,-0.0100,-0.1136
1771975758.0860,-0.2975,0.0760,0.7405,0.8474,0.3260,-0.0934,-0.7822
1771975758.2362,-0.3111,0.0798,0.7726,0.6932,-0.2703,0.0765,0.6383
1771975758.2871,-0.3125,0.0806,0.7763,0.0779,-0.0275,0.0149,0.0728
1771975758.3375,-0.2975,0.0760,0.7405,0.7703,0.2975,-0.0914,-0.7106
1771975758.3873,-0.2975,0.0760,0.7405,0.0000,0.0000,0.0000,0.0000
1771975758.5886,-0.2975,0.0760,0.7405,0.5699,0.2186,-0.0671,-0.5263
1771975758.6385,-0.2975,0.0760,0.7405,0.0000,0.0000,0.0000,0.0000
1771975759.0907,-0.3107,0.0797,0.7709,0.1495,0.0490,-0.0084,-0.1413
1771975759.1408,-0.3138,0.0803,0.7803,0.1982,-0.0620,0.0120,0.1882
1771975759.1917,-0.2987,0.0761,0.7426,0.7969,0.2965,-0.0812,-0.7397
1771975759.2417,-0.2987,0.0761,0.7426,0.0000,0.0000,0.0000,0.0000
1771975759.2915,-0.2987,0.0761,0.7426,0.0000,0.0000,0.0000,0.0000
1771975759.3419,-0.2987,0.0761,0.7426,0.0000,0.0000,0.0000,0.0000
1771975759.3923,-0.2987,0.0761,0.7426,0.0000,0.0000,0.0000,0.0000
1771975759.4417,-0.2987,0.0761,0.7426,0.0000,0.0000,0.0000,0.0000
1771975759.4920,-0.3162,0.0812,0.7858,0.9261,-0.3490,0.1003,0.8578
1771975759.5422,-0.2987,0.0761,0.7426,0.9280,0.3497,-0.1005,-0.8596
1771975759.5932,-0.2987,0.0761,0.7426,0.0000,0.0000,0.0000,0.0000
1771975759.6438,-0.2987,0.0761,0.7426,0.0000,0.0000,0.0000,0.0000
