Timestamp,Px,Py,Pz,Speed_m_s,Vx,Vy,Vz
1771975932.7087,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975932.7585,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975932.8090,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975932.8592,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975932.9094,-0.2638,0.0766,0.7505,98.1614,15.9849,-20.2553,-96.8511
1771975932.9604,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.0108,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.0599,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.1101,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.1607,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.2112,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.2615,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.3115,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.3620,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.4125,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.4620,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.5128,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.5623,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.6128,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.6631,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.7133,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.7639,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.8142,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
1771975933.8643,-0.2638,0.0766,0.7505,83.2812,-15.1996,-24.1226,-81.8824
1771975933.9141,-0.2638,0.0766,0.7505,0.0000,0.0000,0.0000,0.0000
