Timestamp,Px,Py,Pz,Speed_m_s,Vx,Vy,Vz
1771975787.6613,-0.2821,0.0788,0.8005,0.0000,0.0000,0.0000,0.0000
1771975788.8179,-0.2821,0.0788,0.8005,0.2093,-0.0687,0.0124,0.1977
1771975788.8676,-0.2821,0.0788,0.8005,0.0000,0.0000,0.0000,0.0000
1771975788.9186,-0.2821,0.0788,0.8005,0.0000,0.0000,0.0000,0.0000
1771975788.9689,-0.2821,0.0788,0.8005,0.0000,0.0000,0.0000,0.0000
1771975789.3710,-0.2786,0.0782,0.7906,0.2072,0.0680,-0.0123,-0.1957
1771975789.6716,-0.2681,0.0754,0.7624,0.0000,0.0000,0.0000,0.0000
1771975789.7216,-0.2681,0.0754,0.7624,0.0000,0.0000,0.0000,0.0000
1771975789.7727,-0.2681,0.0754,0.7624,0.0000,0.0000,0.0000,0.0000
1771975789.8223,-0.2681,0.0754,0.7624,0.0000,0.0000,0.0000,0.0000
1771975789.8721,-0.2681,0.0754,0.7624,0.0000,0.0000,0.0000,0.0000
1771975789.9234,-0.2681,0.0754,0.7624,0.0000,0.0000,0.0000,0.0000
1771975789.9727,-0.2681,0.0754,0.7624,0.0000,0.0000,0.0000,0.0000
1771975790.0231,-0.2681,0.0754,0.7624,0.0000,0.0000,0.0000,0.0000
1771975790.1738,-0.2681,0.0754,0.7624,0.0000,0.0000,0.0000,0.0000
1771975790.2246,-0.2681,0.0754,0.7624,0.0000,0.0000,0.0000,0.0000
1771975790.8277,0.2283,0.0728,0.7681,0.0248,-0.0076,-0.0068,-0.0236
1771975790.8777,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975790.9276,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975790.9785,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.0285,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.0786,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.1285,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.1796,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.2296,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.2791,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.3294,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.3803,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.4304,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.4811,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.5314,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.5812,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.6309,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.6821,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.7313,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.7823,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.8318,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.8821,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.9328,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975791.9830,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975792.0332,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975792.0838,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975792.1338,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975792.1840,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975792.2342,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975792.2847,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975792.3344,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975792.3853,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975792.4347,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975792.4857,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975792.5360,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
1771975792.5855,0.2283,0.0728,0.7681,0.0000,0.0000,0.0000,0.0000
