Timestamp,Px,Py,Pz,Speed_m_s,Vx,Vy,Vz
1772141423.1951,-0.5429,-0.0333,1.0463,7.7409,3.5087,0.5447,-6.9001
1772141423.2283,-0.5429,-0.0333,1.0463,0.0000,0.0000,0.0000,0.0000
1772141423.2395,-0.5638,-0.0358,1.0905,4.3588,-1.8615,-0.2234,3.9413
1772141423.2506,-0.5429,-0.0333,1.0463,4.4252,1.8899,0.2268,-4.0014
1772141423.2841,-0.5429,-0.0333,1.0463,0.0000,0.0000,0.0000,0.0000
1772141423.2950,-0.5429,-0.0333,1.0463,0.0000,0.0000,0.0000,0.0000
1772141423.3285,-0.5638,-0.0358,1.0905,4.3992,-1.8788,-0.2254,3.9778
1772141423.6288,-0.5638,-0.0358,1.0905,0.0000,0.0000,0.0000,0.0000
1772141423.6846,-0.5429,-0.0333,1.0463,0.0000,0.0000,0.0000,0.0000
1772141423.6957,-0.5753,-0.0377,1.1103,6.4459,-2.9096,-0.3924,5.7518
1772141423.7402,-0.5429,-0.0333,1.0463,4.4250,1.8898,0.2267,-4.0012
1772141423.7513,-0.5429,-0.0333,1.0463,0.0000,0.0000,0.0000,0.0000
1772141423.9070,-0.5638,-0.0358,1.0905,1.8856,-0.7261,0.0483,1.7402
1772141423.9405,-0.1208,0.0329,0.4524,65.1826,37.7597,5.9265,-53.1317
1772141423.9516,-0.5429,-0.0333,1.0463,65.7138,-38.0674,-5.9748,53.5647
1772141423.9627,-0.5638,-0.0358,1.0905,4.3983,-1.8784,-0.2254,3.9771
1772141423.9738,-0.5501,-0.0348,1.0581,3.1789,1.2402,0.0956,-2.9269
1772141423.9850,-0.5410,-0.0333,1.0447,1.4437,0.8110,0.1268,-1.1943
1772141423.9961,-0.5429,-0.0333,1.0463,0.2268,-0.1745,0.0025,0.1449
1772141424.3299,-0.4726,0.0066,1.0352,46.3299,-38.1035,-11.4941,26.3549
1772141424.7083,-0.3000,0.1261,1.0704,0.9537,0.6981,0.2727,0.6499
1772141425.1201,0.0750,0.3537,1.0175,4.3659,0.6070,-0.8204,-4.3235
1772141425.6763,0.2444,0.4679,1.0693,2.7395,0.5186,1.1701,2.6900
1772141425.8210,0.2238,0.4551,1.0323,1.8269,-0.3742,-0.8934,-1.7882
1772141425.8323,0.2238,0.4551,1.0323,0.0000,0.0000,0.0000,0.0000
1772141425.8432,0.2256,0.4601,1.0410,0.8096,0.1698,0.4566,0.7916
1772141425.8544,0.2280,0.4651,1.0524,1.0405,0.2092,0.4492,1.0192
1772141425.9656,0.2280,0.4651,1.0524,0.0000,0.0000,0.0000,0.0000
1772141426.0213,0.2256,0.4601,1.0410,0.0000,0.0000,0.0000,0.0000
1772141426.0326,-1.4281,0.2893,1.8101,161.4997,-146.4398,-15.1241,68.0997
1772141426.1214,0.2256,0.4601,1.0410,0.0000,0.0000,0.0000,0.0000
1772141426.2550,0.2280,0.4651,1.0524,0.0000,0.0000,0.0000,0.0000
1772141426.5444,0.2280,0.4651,1.0524,0.0000,0.0000,0.0000,0.0000
1772141426.5777,0.2280,0.4651,1.0524,1.0393,0.2090,0.4487,1.0181
1772141426.5887,0.2256,0.4601,1.0410,1.0561,-0.2124,-0.4560,-1.0345
1772141426.6445,0.2256,0.4601,1.0410,0.0000,0.0000,0.0000,0.0000
