Timestamp,Px,Py,Pz,Speed_m_s,Vx,Vy,Vz
1771976209.2948,-0.2538,0.0764,0.7700,94.1064,15.2878,-24.8534,-92.8564
1771976209.3451,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.3953,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.4452,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.4959,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.5457,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.5957,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.6467,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.6971,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.7475,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.7966,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.8478,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.8978,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.9474,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976209.9979,-0.2523,0.0760,0.7647,0.1098,0.0291,-0.0088,-0.1059
1771976210.0490,-0.2538,0.0764,0.7700,0.1085,-0.0287,0.0087,0.1046
1771976210.0982,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.1489,-0.2538,0.0764,0.7700,107.2423,19.7459,-27.9474,-105.4088
1771976210.1986,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.2497,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.3000,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.3502,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.3996,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.4498,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.5009,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.5512,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.6011,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.6522,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.7011,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.7515,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.8017,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.8528,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.9027,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976210.9532,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.0028,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.0533,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.1039,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.1544,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.2046,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.2541,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.3047,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.3554,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.4050,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.4556,-0.2538,0.0764,0.7700,88.2567,14.3375,-23.3085,-87.0843
1771976211.5061,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.5557,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.6065,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.6568,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.7065,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.7574,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.8075,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.8571,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.9081,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976211.9585,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976212.0080,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976212.0586,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976212.1092,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976212.1588,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976212.2095,-0.2538,0.0764,0.7700,0.0000,0.0000,0.0000,0.0000
1771976212.7611,0.1715,0.0742,0.7793,0.4949,-0.1036,-0.0432,-0.4839
1771976212.8122,0.1715,0.0742,0.7793,0.0000,0.0000,0.0000,0.0000
