Timestamp,Px,Py,Pz,Speed_m_s,Vx,Vy,Vz
1771976372.6991,-0.2254,0.0757,0.7348,0.1400,0.0399,-0.0199,-0.1342
1771976372.7496,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976372.7992,-0.2273,0.0766,0.7410,75.1332,14.0334,-18.5249,-73.8110
1771976372.8495,-0.2254,0.0757,0.7348,0.1301,0.0371,-0.0185,-0.1247
1771976372.9004,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976372.9505,-0.2273,0.0766,0.7410,0.1304,-0.0372,0.0185,0.1250
1771976373.0005,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976373.0503,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976373.1009,-0.2254,0.0757,0.7348,0.1292,0.0369,-0.0183,-0.1238
1771976373.1513,-0.2273,0.0766,0.7410,0.1296,-0.0370,0.0184,0.1243
1771976373.2010,-0.2254,0.0757,0.7348,0.1315,0.0375,-0.0187,-0.1260
1771976373.2512,-0.2273,0.0766,0.7410,0.1303,-0.0372,0.0185,0.1248
1771976373.3018,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976373.3521,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976373.4020,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976373.4526,-0.2254,0.0757,0.7348,0.1293,0.0369,-0.0183,-0.1239
1771976373.5034,-0.2273,0.0766,0.7410,0.1285,-0.0367,0.0182,0.1232
1771976373.5533,-0.2254,0.0757,0.7348,0.1310,0.0374,-0.0186,-0.1256
1771976373.6029,-0.2273,0.0766,0.7410,0.1317,-0.0376,0.0187,0.1262
1771976373.6532,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976373.7034,-0.2254,0.0757,0.7348,0.1301,0.0371,-0.0185,-0.1247
1771976373.7537,-0.2273,0.0766,0.7410,0.1301,-0.0371,0.0185,0.1247
1771976373.8039,-0.2254,0.0757,0.7348,0.1301,0.0371,-0.0185,-0.1247
1771976373.8542,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976373.9052,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976373.9558,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976374.0053,-0.2273,0.0766,0.7410,0.1321,-0.0377,0.0187,0.1266
1771976374.0562,-0.2254,0.0757,0.7348,0.1283,0.0366,-0.0182,-0.1230
1771976374.1062,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976374.1565,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976374.2063,-0.2273,0.0766,0.7410,0.1312,-0.0374,0.0186,0.1257
1771976374.2573,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976374.3072,-0.2254,0.0757,0.7348,0.1310,0.0374,-0.0186,-0.1255
1771976374.3576,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976374.4082,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976374.4578,-0.2273,0.0766,0.7410,0.1318,-0.0376,0.0187,0.1263
1771976374.5079,-0.2254,0.0757,0.7348,0.1303,0.0372,-0.0185,-0.1249
1771976374.5576,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976374.6079,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976374.6590,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976374.7094,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976374.7593,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976374.8093,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976374.8602,-0.2254,0.0757,0.7348,82.1518,-14.2096,-23.7652,-80.9136
1771976374.9103,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976374.9601,-0.2273,0.0766,0.7410,0.1314,-0.0375,0.0187,0.1259
1771976375.0103,-0.2254,0.0757,0.7348,0.1301,0.0371,-0.0185,-0.1247
1771976375.0607,-0.2254,0.0757,0.7348,0.0000,0.0000,0.0000,0.0000
1771976375.1107,-0.2273,0.0766,0.7410,0.1306,-0.0372,0.0185,0.1251
1771976375.1610,-0.2254,0.0757,0.7348,0.1300,0.0371,-0.0185,-0.1246
1771976375.2113,-0.2273,0.0766,0.7410,0.1299,-0.0371,0.0184,0.1245
1771976375.2613,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976375.3121,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976375.3626,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976375.4128,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976375.4634,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976375.5138,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976375.5634,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976375.6142,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976375.6637,-0.2254,0.0757,0.7348,0.1319,0.0376,-0.0187,-0.1264
1771976375.7138,-0.2273,0.0766,0.7410,0.1305,-0.0372,0.0185,0.1251
1771976375.7635,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976375.8137,-0.2273,0.0766,0.7410,0.0000,0.0000,0.0000,0.0000
1771976375.8649,-0.2261,0.0760,0.7389,0.0476,0.0243,-0.0120,-0.0409
1771976376.5174,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976376.5683,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976376.6177,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976376.6689,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976376.7191,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976376.7698,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976376.8189,0.3009,0.0717,0.8327,0.1001,0.0337,0.0022,0.0943
1771976376.8690,0.2993,0.0716,0.8281,0.0983,-0.0331,-0.0022,-0.0925
1771976376.9192,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976376.9694,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.0197,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.0704,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.1201,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.1707,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.2211,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.2715,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.3221,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.3725,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.4216,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.4730,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.5225,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.5730,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.6234,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.6739,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.7232,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.7744,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.8245,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.8743,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.9247,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976377.9745,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976378.0246,0.3000,0.0716,0.8294,0.0302,0.0151,0.0013,0.0261
1771976378.0750,0.2993,0.0716,0.8281,0.0300,-0.0151,-0.0013,-0.0260
1771976378.1253,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976378.1765,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976378.2256,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976378.2764,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976378.3261,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
1771976378.3772,0.2993,0.0716,0.8281,0.0000,0.0000,0.0000,0.0000
