Timestamp,Px,Py,Pz,Speed_m_s,Vx,Vy,Vz
1771976305.0460,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.0954,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.1459,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.1965,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.2466,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.2964,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.3474,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.3968,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.4477,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.4980,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.5482,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.5984,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.6486,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.6989,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.7495,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.7997,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.8500,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.9002,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976305.9504,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.0007,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.0505,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.1001,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.1509,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.2012,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.2508,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.3020,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.3519,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.4023,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.4528,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.5032,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.5528,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.6026,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.6540,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.7044,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.7545,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.8043,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.8550,-0.2538,0.0755,0.7539,86.6077,15.6908,-23.1544,-85.1745
1771976306.9051,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976306.9546,-0.2538,0.0755,0.7539,88.7365,16.0764,-23.7236,-87.2681
1771976307.0054,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.0554,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.1059,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.1564,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.2056,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.2565,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.3070,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.3563,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.4073,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.4573,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.5076,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.5577,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.6081,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.6584,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.7088,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.7595,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.8096,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.8595,-0.2538,0.0755,0.7539,0.0000,0.0000,0.0000,0.0000
1771976307.9102,-0.2525,0.0755,0.7539,86.6995,15.7312,-23.1777,-85.2604
1771976307.9592,-0.2500,0.0755,0.7538,0.0510,0.0510,-0.0001,-0.0009
