step,v_y,a_y,is_context_region,is_inference_region
0,0.0002928160181862627,0.029281601818626272,0,0
1,-0.0012512350341580684,-0.1544051052344331,0,0
2,0.0025424882053911536,0.3793723239549222,0,0
3,0.011324168644386876,0.8781680438995721,0,0
4,0.024775064590975702,1.3450895946588826,0,0
5,0.03750816071269448,1.2733096121718777,0,0
6,0.05211873709176072,1.4610576379066242,0,0
7,0.06641807526746749,1.4299338175706764,0,0
8,0.07513999301640631,0.8721917748938823,0,0
9,0.078622555454852,0.3482562438445691,0,0
10,0.0826373794397822,0.40148239849301937,0,0
11,0.09071758685859133,0.8080207418809132,0,0
12,0.09428595658242189,0.35683697238305667,0,0
13,0.1011182607961506,0.6832304213728713,0,0
14,0.10230702278358741,0.11887619874368094,0,0
15,0.09814474619939706,-0.41622765841903553,0,0
16,0.10406923555708525,0.592448935768819,0,0
17,0.10585820361598541,0.17889680589001644,0,0
18,0.10698700221624449,0.11287986002590789,0,0
19,0.10285278993713456,-0.4134212279109928,0,0
20,0.10149818465223794,-0.1354605284896629,0,0
21,0.10109221867492871,-0.04059659773092278,0,0
22,0.10088719142502016,-0.02050272499085487,0,0
23,0.0986244592629405,-0.22627321620796587,0,0
24,0.09749833012371206,-0.11261291392284378,0,0
25,0.0961319953689518,-0.1366334754760265,0,0
26,0.09149984097177492,-0.4632154397176874,0,0
27,0.09001508433185629,-0.14847566399186357,0,0
28,0.08578465071854852,-0.42304336133077713,0,0
29,0.08462325620480914,-0.11613945137393805,0,0
30,0.08463086622865754,0.0007610023848400593,0,0
31,0.08333268500833588,-0.12981812203216592,0,0
32,0.08140421973328826,-0.1928465275047614,0,0
33,0.08067764380133681,-0.07265759319514536,0,0
34,0.07240854446570227,-0.8269099335634535,0,0
35,0.07563697730368572,0.322843283798345,0,0
36,0.07591545860694082,0.027848130325509868,0,0
37,0.07551890569677189,-0.03965529101689347,0,0
38,0.07789751398380476,0.2378608287032874,0,0
39,0.07836094531280942,0.04634313290046571,0,0
40,0.07175106799404009,-0.660987731876933,0,0
41,0.07265876237363622,0.09076943795961329,0,0
42,0.07212104186974454,-0.05377205038916838,0,0
43,0.07575802043081888,0.3636978561074339,0,0
44,0.07512395315055517,-0.06340672802637032,0,0
45,0.07200650985760443,-0.31174432929507445,0,0
46,0.073945250092948,0.19387402353435723,0,0
47,0.0735191246273493,-0.04261254655986979,0,0
48,0.07603934410523984,0.2520219477890537,0,0
49,0.07784977832134202,0.18104342161021775,0,0
50,0.0755341409842713,-0.2315637337070714,0,0
51,0.07851286311519426,0.2978722130922956,0,0
52,0.07549340764355467,-0.30194554716395927,0,0
53,0.07602247401189097,0.05290663683363006,0,0
54,0.07998441882965711,0.39619448177661415,0,0
55,0.07536723809917141,-0.4617180730485698,0,0
56,0.07371164066333989,-0.16555974358315184,0,0
57,0.07736072873747468,0.36490880741347903,0,0
58,0.07499216608812505,-0.23685626493496342,0,0
59,0.07120160685787606,-0.37905592302489854,0,0
60,0.07614098621624046,0.49393793583644013,0,0
61,0.07737184556151581,0.12308593452753508,0,0
62,0.0781018502316441,0.07300046701282786,0,0
63,0.07846801928037281,0.0366169048728715,0,0
64,0.07994235116430362,0.14743318839308128,0,0
65,0.08194064021852206,0.19982890542184356,0,0
66,0.0803034913476435,-0.16371488708785548,0,0
67,0.07974277152770431,-0.05607198199391872,0,0
68,0.08093540381793017,0.11926322902258563,0,0
69,0.07596371167224457,-0.4971692145685602,0,0
70,0.0790825453935105,0.3118833721265937,0,0
71,0.07515245932317355,-0.3930086070336958,0,0
72,0.07794435361716578,0.27918942939922364,0,0
73,0.07881598914381982,0.08716355266540354,0,0
74,0.08015788309908685,0.1341893955267029,0,0
75,0.07706384006089813,-0.3094043038188721,0,0
76,0.07744689522095666,0.03830551600585291,0,0
77,0.07734852421803604,-0.009837100292062195,0,0
78,0.07898815521014815,0.16396309921121177,0,0
79,0.08090503037066855,0.1916875160520401,0,0
80,0.07583596991042603,-0.5069060460242525,0,0
81,0.07406891812495274,-0.17670517854732892,0,0
82,0.08131881356703005,0.7249895442077311,0,0
83,0.07976047745981833,-0.1558336107211719,0,0
84,0.08023085704061723,0.047037958079890196,0,0
85,0.07582172237371752,-0.4409134666899711,0,0
86,0.07462099373044553,-0.12007286432719894,0,0
87,0.07321156060694188,-0.14094331235036534,0,0
88,0.0728887287240151,-0.03228318829267829,0,0
89,0.07650559713149171,0.3616868407476617,0,0
90,0.0779923158350281,0.148671870353638,0,0
91,0.08307613761237852,0.5083821777350422,0,0
92,0.07803858926550859,-0.5037548346869924,0,0
93,0.07859394007697391,0.05553508114653216,0,0
94,0.07860306212292369,0.0009122045949772062,0,0
95,0.08158963056302174,0.298656844009805,0,0
96,0.081004740854525,-0.05848897084967386,0,0
97,0.07801573665059525,-0.29890042039297515,0,0
98,0.07889138241162044,0.08756457610251955,0,0
99,0.07833258638401386,-0.0558796027606584,0,0
100,0.07942636458524213,0.10937782012282737,0,0
101,0.08061324515359936,0.11868805683572237,0,0
102,0.07944985117103695,-0.11633939825624051,0,0
103,0.07749610201435347,-0.19537491566834764,0,0
104,0.07954448440492712,0.20483823905736442,0,0
105,0.0774778886892708,-0.20665957156563164,0,0
106,0.07786798509928793,0.03900964100171239,0,0
107,0.07722166839296574,-0.06463167063221892,0,0
108,0.08104902439404695,0.38273560010812085,0,0
109,0.078094491230629,-0.2954533163417941,0,0
110,0.0762650159977979,-0.18294752328310987,0,0
111,0.08156149892387118,0.5296482926073278,0,0
112,0.07741095326376439,-0.4150545660106794,0,0
113,0.07888782101391476,0.14768677501503652,0,0
114,0.07669995288165515,-0.21878681322596016,0,0
115,0.07891096799049303,0.221101510883788,0,0
116,0.07764197400151643,-0.1268993988976605,0,0
117,0.08022165777176174,0.2579683770245311,0,0
118,0.08206870684626177,0.18470490745000345,0,0
119,0.08297874246069296,0.091003561443119,0,0
120,0.0788830963283355,-0.40956461323574667,0,0
121,0.08021960943470316,0.13365131063676622,0,0
122,0.07763296155919176,-0.2586647875511397,0,0
123,0.07753290486021587,-0.01000566989758922,0,0
124,0.07854187048195027,0.10089656217344006,0,0
125,0.07992104444782787,0.13791739658775976,0,0
126,0.07912769276024759,-0.07933516875802821,0,0
127,0.08506949993387763,0.5941807173630048,0,0
128,0.08279304333476521,-0.22764565991124225,0,0
129,0.08028212406559218,-0.25109192691730314,0,0
130,0.080028907105512,-0.025321696008018257,0,0
131,0.08281233209878124,0.27834249932692373,0,0
