Parameter,Value
RUN_ID,8
TIMESTAMP,20260226-163409
OBJECT,wooden_cube_0.348
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,697
GLOBAL_IMPACT_STEP,377
CTX_START_ABS,354
CTX_END_ABS,454
INF_START_ABS,374
INF_END_ABS,434
