Parameter,Value
RUN_ID,1
TIMESTAMP,20260226-163102
OBJECT,wooden_cube_0.348
SURFACE,green_rub
SMOOTHING_WINDOW,1
TOTAL_STEPS,695
GLOBAL_IMPACT_STEP,386
CTX_START_ABS,363
CTX_END_ABS,463
INF_START_ABS,383
INF_END_ABS,443
