Parameter,Value
RUN_ID,2
TIMESTAMP,20260226-235223
OBJECT,blue_cylinder_0.376
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,699
GLOBAL_IMPACT_STEP,393
CTX_START_ABS,370
CTX_END_ABS,470
INF_START_ABS,390
INF_END_ABS,450
