Parameter,Value
RUN_ID,1
TIMESTAMP,20260226-235157
OBJECT,blue_cylinder_0.376
SURFACE,wood_smooth
SMOOTHING_WINDOW,1
TOTAL_STEPS,698
GLOBAL_IMPACT_STEP,397
CTX_START_ABS,374
CTX_END_ABS,474
INF_START_ABS,394
INF_END_ABS,454
