step_local,v_x,v_y,v_z,w_x,w_y,w_z,a_x,a_y,a_z,aw_x,aw_y,aw_z,is_inference_window
26,-0.012648273984240194,0.0931032007994546,0.003692870813997723,0.036441389970884364,0.0476850314627121,0.04822863329107551,0.13291170582788933,-0.08376684257818678,-0.03328669708183335,-0.3832760585423728,-0.09961186694365312,-0.35622057374999627,0
27,-0.010503401161107258,0.09193544682260343,0.005128717555082392,0.0385713487658362,0.04644636095282371,0.04267232378309051,0.2144872823132936,-0.1167753976851163,0.1435846741084669,0.21299587949518348,-0.12386705098883927,-0.5556309507985003,0
28,-0.008228787485343177,0.09071140426101743,0.005556422892981608,0.03469744067462564,0.04259632185891112,0.03975334330817658,0.22746136757640817,-0.12240425615860084,0.0427705337899216,-0.3873908091210555,-0.38500390939125856,-0.2918980474913929,0
29,-0.006096419739291599,0.08951365583360746,0.004845709667017932,0.02895817813136727,0.041091237521237875,0.03489217312411292,0.21323677460515778,-0.1197748427409967,-0.07107132259636757,-0.5739262543258374,-0.15050843376732473,-0.4861170184063658,0
30,-0.004212792271568856,0.08748766732966491,0.0039430083720216535,0.02337047326994991,0.03981570740206093,0.027698834646209904,0.1883627467722743,-0.20259885039425468,-0.09027012949962789,-0.558770486141736,-0.1275530119176943,-0.7193338477903016,0
31,-0.0030741090302132982,0.08529495779300757,0.00391704227550653,0.0172584653515242,0.03747120611364761,0.023451098084181308,0.11386832413555577,-0.21927095366573446,-0.002596609651512368,-0.6112007918425709,-0.23445012884133198,-0.42477365620285956,0
32,-0.0021703903231148486,0.08389901470726886,0.0025800384629077753,0.010079952362712119,0.03596884451410745,0.019831123185436776,0.09037187070984497,-0.13959430857387045,-0.13370038125987546,-0.717851298881208,-0.15023615995401612,-0.3619974898744532,0
33,-0.0021714539367066106,0.08299340041334205,0.0024327508899224795,0.007183337238335703,0.03550900682222051,0.019040942775368584,-0.00010636135917619673,-0.09056142939268125,-0.014728757298529578,-0.28966151243764154,-0.045983769188694124,-0.07901804100681926,0
34,-0.0021781806434344785,0.08188731006390135,0.0025481998065771914,0.006264562035655586,0.03489677851302441,0.01645417389027127,-0.0006726706727867935,-0.11060903494407026,0.011544891665471197,-0.09187752026801176,-0.061222830919609866,-0.2586768885097315,0
35,-0.0018359520355204523,0.08000856610171705,0.0033929586349560497,0.007839901768049542,0.0336143765408554,0.01640088455781243,0.03422286079140262,-0.18787439621842927,0.08447588283788582,0.15753397323939564,-0.12824019721690144,-0.005328933245883974,0
36,-0.0010003626761780405,0.07936194132622325,0.003714078852477079,0.009214689227177749,0.03321842363174963,0.012188102536407727,0.08355893593424119,-0.06466247754938065,0.03211202175210292,0.13747874591282064,-0.039595290910576786,-0.42127820214047024,0
37,-0.00019408678981873705,0.07889283203552959,0.00465155605132364,0.009108415679548804,0.03109935775896892,0.009095882302560126,0.08062758863593034,-0.04691092906936589,0.0937477198846561,-0.01062735476289444,-0.21190658727807085,-0.30922202338476007,0
38,0.0004530147967271289,0.07724123360437994,0.004089579137567615,0.007411546410629877,0.030100234190726743,0.0035828350366749772,0.06471015865458658,-0.1651598431149648,-0.05619769137560253,-0.16968692689189271,-0.09991235682421766,-0.5513047265885149,0
39,0.00028417520661265657,0.07709173901274022,0.004459704462161254,0.007497466928146361,0.02842193335290777,0.0037024348749161704,-0.016883959011447233,-0.014949459163972334,0.03701253245936391,0.008592051751648427,-0.16783008378189745,0.011959983824119322,0
40,-0.0003712576361045897,0.07813844042476129,0.0036949135916571237,0.004421857841093581,0.030189649273526596,0.002587242574531188,-0.06554328427172464,0.10467014120210671,-0.07647908705041301,-0.3075609087052781,0.17677159206188273,-0.11151923003849826,0
41,-0.0009880847178984672,0.07861253862015641,0.003464020456897829,0.003460890481022398,0.02971161625459126,0.003721763006326013,-0.06168270817938776,0.04740981953951229,-0.023089313475929466,-0.09609673600711825,-0.04780330189353352,0.11345204317948251,0
42,-0.0021228008549676004,0.07929912004284118,0.0025414133860796363,0.0030444432225921816,0.03138582335390361,0.0049871920387399545,-0.11347161370691332,0.06865814226847677,-0.09226070708181926,-0.04164472584302164,0.1674207099312347,0.12654290324139414,0
43,-0.00337695965811355,0.08060219497785891,0.001980668619755748,0.003968745749380583,0.03308973383821242,0.006780427057533353,-0.12541588031459494,0.13030749350177312,-0.05607447663238882,0.09243025267884011,0.17039104843088113,0.17932350187933987,0
44,-0.0030007631377528586,0.08015226897551875,0.0014900736113070134,0.0022464680643065177,0.03343303431173193,0.004653110499349235,0.03761965203606912,-0.04499260023401591,-0.04905950084487347,-0.1722277685074065,0.034330047351951304,-0.21273165581841183,0
45,-0.001998951788143398,0.07940120651746227,0.0014734769128860112,0.004384840079798941,0.032748948815284104,0.0013974394407166905,0.10018113496094608,-0.07510624580564784,-0.0016596698421002254,0.21383720154924232,-0.06840854964478282,-0.32556710586325444,0
46,-0.0024699254931282665,0.07895856540147525,0.0008385423775752986,0.004967863902206906,0.03211288082492736,0.0026788970750780535,-0.04709737049848686,-0.044264111598701916,-0.06349345353107126,0.05830238224079649,-0.06360679903567451,0.12814576343613632,0
47,-0.0018727323515707814,0.07714783504626621,-2.072063557767706e-05,0.0008167968374899106,0.030405138034804675,0.0009614891587368602,0.059719314155748514,-0.18107303552090392,-0.08592630131529756,-0.4151067064716995,-0.1707742790122684,-0.17174079163411932,0
48,-0.0011686113480592509,0.07610816570822222,-1.4984487707743466e-05,0.0008045524173633101,0.02977592671986252,-0.0012534808748678634,0.07041210035115306,-0.10396693380439886,0.0005736147869933595,-0.0012244420126600515,-0.06292113149421533,-0.22149700336047237,0
49,-0.0012434430186337663,0.07574585497875867,-0.0003392820454078037,-0.0012996479935273827,0.028660715230659765,-0.002930457635435627,-0.007483167057451543,-0.03623107294635497,-0.03242975577000603,-0.21042004108906925,-0.1115211489202756,-0.16769767605677635,0
50,-0.0020078755465776895,0.07588178202419628,-0.000600750395360454,-0.002919649066421572,0.026143447605941072,-0.0010921144167824093,-0.07644325279439232,0.013592704543760603,-0.026146834995265024,-0.16200010728941894,-0.25172676247186937,0.18383432186532175,0
51,-0.0018570435768197585,0.0761056523656273,5.9239648738613346e-05,-0.00045429126801915695,0.0261166234278248,-0.0014899727782786722,0.0150831969757931,0.022387034143102336,0.06599900440990673,0.2465357798402415,-0.002682417811627341,-0.03978583614962629,0
52,-0.0014452513240822127,0.07696467538790401,0.0006492393179705951,0.000640900829731407,0.02392518703149807,-0.0036363094505277973,0.041179225273754574,0.08590230222767087,0.05899996692319817,0.1095192097750564,-0.21914363963267297,-0.21463366722491248,0
53,-0.0012300657738891093,0.07770578440184286,0.0001525577700447679,-0.0032901591146702464,0.020661964071737638,-0.00456904324823619,0.021518555019310343,0.07411090139388538,-0.04966815479258272,-0.3931059944401653,-0.32632229597604306,-0.09327337977083931,0
54,-0.001674642370658902,0.0780742438178573,0.0003598869938029721,0.00019745240491561653,0.02077424574655661,-0.0009114922238969162,-0.044457659676979275,0.03684594160144328,0.02073292237582042,0.34876115195858626,0.011228167481897033,0.36575510243392745,0
55,-0.0015601662721011142,0.07825103536646624,0.0005971625108940678,-0.0001155939274616091,0.020780732283699404,-0.0003749301123867621,0.011447609855778787,0.017679154860894553,0.023727551709109562,-0.03130463323772256,0.0006486537142795512,0.053656211151015404,0
56,-0.0005569762657616023,0.07752668499616572,-0.00048502821958265954,-0.00947300751849238,0.017957083922520167,-0.0034065400983324242,0.10031900063395119,-0.0724350370300525,-0.10821907304767273,-0.935741359103077,-0.28236483611792373,-0.3031609985945662,0
57,-0.001010776463361071,0.07711157760624505,3.758526711108434e-05,-0.008262389331035258,0.014192494759190714,0.0005935645772356321,-0.04538001975994686,-0.04151073899206631,0.05226134866937439,0.1210618187457121,-0.37645891633294526,0.40001046755680564,0
58,-0.0013709305502622184,0.07630884147967248,0.0006548722143528155,-0.004957681145018012,0.014200584993782118,0.0024215213836023945,-0.03601540869011474,-0.08027361265725702,0.06172869472417311,0.33047081860172467,0.0008090234591404122,0.18279568063667623,0
59,-0.0017228120061330773,0.07719669881639561,0.0006848254299738892,-0.008607183741433589,0.011342583707652792,0.0035330598708565425,-0.03518814558708589,0.08878573367231274,0.002995321562107372,-0.3649502596415577,-0.2858001286129326,0.11115384872541481,0
60,-0.0016615111102649862,0.07814038794292852,0.001203293395036626,-0.0065737028333950134,0.008991292324734827,0.003107676271327448,0.006130089586809111,0.09436891265329067,0.05184679650627368,0.20334809080385755,-0.2351291382917965,-0.042538359952909444,0
61,-0.0025434916890800367,0.07959834362990806,0.0027359656763993176,0.0014165898710992383,0.006362540225614754,0.008517796230496238,-0.08819805788150505,0.14579556869795396,0.15326722813626914,0.7990292704494252,-0.2628752099120073,0.5410119959168789,0
62,-0.003299222108861141,0.08054583860739942,0.0016610658897555544,-0.001275130877999742,0.011295883386194014,0.00944512488359037,-0.07557304197811045,0.09474949774913588,-0.10748997866437632,-0.2691720749098981,0.49333431605792594,0.09273286530941324,0
63,-0.002835893072790807,0.0815284445428053,0.0016273516885959717,-0.003596390927081332,0.009240859505307553,0.010519996583016895,0.0463329036070334,0.09826059354058891,-0.0033714201159582707,-0.232126004908159,-0.20550238808864604,0.10748716994265252,0
64,-0.0019076438372584257,0.08087534891235475,0.0016858859706810267,-0.003095441009947777,0.008920944040399276,0.009015858065598818,0.09282492355323815,-0.06530956304505592,0.005853428208505503,0.0500949917133555,-0.03199154649082773,-0.15041385174180774,0
65,-0.0019886929748855987,0.07951887463315804,0.0007161955294911218,-0.006877337510312258,0.009876479062789325,0.009065509163040952,-0.008104913762717303,-0.13564742791967038,-0.09696904411899049,-0.37818965003644806,0.09555350223900486,0.004965109744213374,0
66,-0.0015056524876865026,0.07848585338931327,-0.000496303860298615,-0.012252458923087215,0.009943454341597512,0.006533649716268004,0.048304048719909606,-0.10330212438447728,-0.12124993897897368,-0.5375121412774957,0.0066975278808186975,-0.25318594467729477,0
67,6.557702747881089e-05,0.07779719674070176,0.0004384948830743945,-0.01096590055983902,0.008847381118435233,0.0028298488174701465,0.15712295151653136,-0.06886566486115075,0.09347987433730096,0.12865583632481956,-0.1096073223162278,-0.3703800898797857,0
68,0.0003291349780014358,0.0773163033961854,0.001319906106091733,-0.010471658790986233,0.008499179076050651,0.0013153986586063704,0.026355795052262487,-0.0480893344516356,0.08814112230173385,0.04942417688527864,-0.034820204238458254,-0.15144501588637763,0
69,-0.00025307585954296443,0.07718605149097052,0.0015618973375083507,-0.008850785387041826,0.00653377040330762,0.001113301641804904,-0.058221083754440024,-0.013025190521488705,0.02419912314166176,0.16208734039444075,-0.19654086727430306,-0.02020970168014663,0
70,-0.00020178133205991933,0.07767761917405629,0.0019699721781077035,-0.007455420592168515,0.005581311704424884,-0.00026094033365749294,0.00512945274830451,0.04915676830857668,0.04080748405993527,0.13953647948733108,-0.09524586988827362,-0.1374241975462397,0
71,-0.0016558105689913004,0.07801958104651437,0.0025822514115924075,-0.0051337674043096405,0.0059381592121916455,0.0019154761286862075,-0.14540292369313812,0.034196187245807974,0.06122792334847041,0.23216531878588742,0.035684750776676134,0.21764164623437002,0
72,-0.0031199173220020455,0.07828057327373839,0.002122584877176598,-0.0047441204721953316,0.005702441244987014,0.004348871894702849,-0.14641067530107452,0.026099222722401894,-0.04596665344158094,0.03896469321143089,-0.023571796720463136,0.2433395766016641,0
73,-0.003471450126492669,0.07852538444300794,0.0015162483711788882,-0.004360241247626839,0.0046042260003291684,0.00583549062299408,-0.03515328044906233,0.024481116926955426,-0.060633650599770994,0.038387922456849244,-0.10982152446578457,0.14866187282912313,0
74,-0.003165978450367671,0.07874282129520928,0.0011410401987380207,-0.0044389447127102894,0.0064988462145126975,0.00496657797413917,0.030547167612499787,0.021743685220133868,-0.03752081724408675,-0.007870346508345033,0.1894620214183529,-0.08689126488549102,0
75,-0.002150965360400002,0.07747434050845388,2.3814714460468346e-05,-0.011345896765775675,0.004753324323769376,0.0022931980218085066,0.1015013089967669,-0.12684807867553993,-0.11172254842775524,-0.6906952053065385,-0.17455218907433218,-0.26733799523306634,0
76,-0.00037673182428037133,0.07680204730030347,-0.00037352754640343694,-0.011821193071804546,0.004550367795168086,-0.0021849754718888973,0.17742335361196304,-0.0672293208150404,-0.03973422608639053,-0.04752963060288707,-0.020295652860128927,-0.44781734936974044,0
77,0.0009075784899001931,0.0763561407708345,0.00037727907782247536,-0.011404087931097368,0.001371511691886805,-0.005271478065240811,0.12843103141805645,-0.044590652946897846,0.07508066242259123,0.041710514070717776,-0.3178856103281281,-0.3086502593351913,0
78,0.001980303877285326,0.07547849255551912,0.00034467319309703303,-0.013656231466069793,0.0009800559411359323,-0.008536518594496601,0.10727253873851329,-0.08776482153153714,-0.0032605884725442325,-0.22521435349724256,-0.039145575075087265,-0.32650405292557905,0
79,0.0016739339080676762,0.07468608863037052,0.0002218883489405514,-0.016500168811723708,-0.0030133528713947393,-0.0070184224572876885,-0.030636996921764983,-0.07924039251486076,-0.012278484415648163,-0.28439373456539147,-0.39934088125306716,0.15180961372089127,0
80,0.0005598048044223473,0.07541568788104577,0.0026169398218156407,-0.005985921033583801,-0.0038037395187327126,-0.002715291009732695,-0.1114129103645329,0.07295992506752558,0.23950514728750893,1.0514247778139907,-0.07903866473379732,0.4303131447554993,0
81,-0.0004160088334514846,0.07508575550977438,0.0024258545002043726,-0.005984103560192864,-0.001844008047963789,-0.0019819189683591533,-0.09758136378738319,-0.03299323712713936,-0.01910853216112681,0.0001817473390937005,0.19597314707689234,0.07333720413735417,0
82,-0.000277521805845448,0.0750229910338189,0.0015428894865369789,-0.00878659970957607,-0.003101395704409351,-0.002914905495678283,0.013848702760603656,-0.0062764475955476295,-0.08829650136673937,-0.2802496149383207,-0.1257387656445562,-0.09329865273191296,0
83,-0.0011651909871088488,0.07502126952242479,0.002044128768305161,-0.003135570311303729,0.00024482911667301555,-0.0018152836123366406,-0.08876691812634008,-0.00017215113941176918,0.050123928176818204,0.5651029398272341,0.33462248210823664,0.10996218833416423,0
84,-0.00010848674902513359,0.0747042369847383,0.0024766478686384765,-0.0018230700716573883,0.0021156677285651035,-0.0028455666952656314,0.10567042380837152,-0.03170325376864874,0.04325191003333156,0.1312500239646341,0.18708386118920878,-0.10302830829289908,0
85,0.001213293560870818,0.07390252456698225,0.00018676559863641597,-0.009929159230107436,0.003445366754674032,-0.006864606360395151,0.13217803098959516,-0.0801712417756048,-0.22898822700020607,-0.8106089158450048,0.13296990261089287,-0.40190396651295196,0
86,0.0027192685523642333,0.07385338342579593,0.00032488658240143603,-0.010888077554691563,0.0013238085679555174,-0.010085805509028082,0.15059749914934153,-0.0049141141186315185,0.013812098376502005,-0.09589183245841265,-0.21215581867185146,-0.32211991486329306,0
87,0.0018587595424515726,0.07383426975482563,0.00046535070867704533,-0.005729475397717841,0.003216198120429553,-0.00692559546542777,-0.08605090099126607,-0.001911367097030825,0.01404641262756093,0.5158602156973722,0.18923895524740356,0.31602100436003117,0
88,0.0018975584041521873,0.0738747907974402,-0.0010254795000719762,-0.011749207779931195,0.004081986721254901,-0.008041232137849972,0.003879886170061477,0.004052104261458023,-0.14908302087490213,-0.6019732382213354,0.08657886008253483,-0.11156366724222018,0
89,0.0013329685484064504,0.07485412692143341,-0.0014071837021827314,-0.011213700963380934,0.00319051779428587,-0.00888617871578037,-0.0564589855745737,0.09793361239932019,-0.03817042021107553,0.053550681655026126,-0.08914689269690314,-0.08449465779303988,0
90,-0.00021434028243108444,0.07648347857757165,-0.0001255535492017873,-0.006476620309514744,0.002392989925798013,-0.00425138463151359,-0.1547308830837535,0.1629351656138242,0.1281630152980944,0.47370806538661897,-0.07975278684878573,0.463479408426678,0
91,-0.002161818299688788,0.07789590659809884,0.0003183230459612364,-0.0009027379356297295,0.006956539478277202,0.000293450621982185,-0.19474780172577033,0.14124280205271844,0.04438765951630237,0.5573882373885014,0.4563549552479189,0.45448352534957753,0
92,-0.0026233072915297336,0.0788167994122803,3.1618720299472074e-05,-0.003248997929457096,0.010799934617825416,-0.0009963964099434519,-0.046148899184094566,0.09208928141814648,-0.028670432566176435,-0.23462599938273665,0.3843395139548214,-0.1289847031925637,0
93,-0.002696223043269315,0.07904478638021195,-0.00023819158038524275,-0.00270857392928776,0.008212048636890009,-0.002890489140402763,-0.007291575173958139,0.022798696793165096,-0.02698103006847148,0.05404240001693358,-0.2587885980935407,-0.18940927304593114,0
94,-0.003392133685118663,0.078695544637792,7.203910823599321e-05,-0.0016901524908799874,0.007368809642042033,-0.0008139990872420445,-0.06959106418493481,-0.03492417424199451,0.031023068862123596,0.10184214384077728,-0.08432389948479761,0.20764900531607186,0
95,-0.0027776526847135457,0.07825818306846812,0.0002830560998919908,0.0016653462849727393,0.008336663589105396,-0.0017945471132853122,0.06144810004051174,-0.04373615693238908,0.021101699165599758,0.33554987758527266,0.09678539470633629,-0.09805480260432677,0
96,-0.0016976095125914871,0.07742684892538304,-0.0005054055674743457,-0.003471438836659145,0.005923190128271273,-0.004683682439145871,0.10800431721220585,-0.08313341430850746,-0.07884616673663365,-0.5136785121631885,-0.24134734608341227,-0.2889135325860559,0
97,-0.0002923021954606003,0.07671614145906161,-0.001102291389593757,-0.005268295781398215,0.002317950850301385,-0.007802025468801818,0.1405307317130887,-0.07107074663214308,-0.05968858221194113,-0.17968569447390703,-0.3605239277969888,-0.31183430296559467,0
98,0.0005985608245561075,0.07641752396590762,0.0002829264529195616,-0.0010585482112673776,0.0020770901075092265,-0.006609632010446738,0.08908630200167078,-0.02986174931539909,0.13852178425133185,0.4209747570130838,-0.024086074279215837,0.11923934583550803,0
99,0.0018458853150691026,0.07611968464390559,4.428999137092923e-05,-0.0025070924377240096,0.006001416301358567,-0.010726738714811609,0.1247324490512995,-0.029783932200203034,-0.023863646154863236,-0.1448544226456632,0.39243261938493407,-0.41171067043648707,0
