step,dt,v_x,v_y,v_z,w_x,w_y,w_z,a_x,a_y,a_z,aw_x,aw_y,aw_z
0,0.01,-1.0847601528024629e-05,0.00025157202064759484,-0.00044325827247980405,-0.0008737521898063297,-0.0002552785624257285,-0.0006369760486584189,-0.0010847601528024629,0.025157202064759486,-0.044325827247980405,-0.08737521898063297,-0.025527856242572845,-0.06369760486584189
1,0.01,-8.238539784867389e-05,0.0002052346695193761,-0.0009085419913344149,-0.0011467700147992483,-0.0022349216265695735,-0.0004549837478292597,-0.0071537796320649254,-0.004633735112821873,-0.046528371885461085,-0.027301782499291858,-0.19796430641438453,0.018199230082915924
2,0.01,0.0006053157408374158,-0.0001267682653655707,-0.0006269266713704795,-4.17260335968593e-05,-0.0031619724978237565,-0.0016046781495644296,0.06877011386860896,-0.03320029348849468,0.028161531996393544,0.1105043981202389,-0.09270508712541825,-0.11496944017351698
3,0.01,0.0013527276852792608,-0.0012606623375736245,0.00015565592678467547,0.0009258271916263133,-0.0015488091637253897,-0.001213637407775479,0.0747411944441845,-0.11338940722080539,0.0782582598155155,0.09675532252231726,0.16131633340983664,0.03910407417889505
4,0.01,0.0019122909917700128,-0.0034146424581115126,0.001417301863937869,0.0019656033550534695,0.0014604123533357677,0.0015958819827389073,0.0559563306490752,-0.21539801205378878,0.12616459371531935,0.10397761634271561,0.30092215170611575,0.2809519390514386
5,0.01,0.0038931496838645148,-0.006326758242059781,0.0035907761436467203,0.005269014755091718,0.003796546247751565,0.0044381153350821784,0.1980858692094502,-0.2912115783948268,0.21734742797088516,0.33034114000382486,0.23361338944157975,0.2842233352343272
6,0.01,0.006729412111651123,-0.010379047138220765,0.006794487452750184,0.010496368110989519,0.0073823389287716555,0.00729709277230087,0.2836262427786608,-0.4052288896160985,0.32037113091034636,0.52273533558978,0.3585792681020091,0.28589774372186905
7,0.01,0.010662039437117443,-0.014445887037248497,0.011218302343861829,0.0163949071169683,0.013678589146998137,0.012089473097609778,0.393262732546632,-0.406683989902773,0.44238148911116454,0.5898539005978781,0.6296250218226485,0.4792380325308908
8,0.01,0.015606571397384925,-0.01799992610552483,0.015298752821060769,0.022041644909302986,0.019639816624678914,0.016688929109246853,0.49445319602674814,-0.3554039068276336,0.408045047719894,0.5646737792334687,0.5961227477680774,0.4599456011637076
9,0.01,0.021929416002009414,-0.02040565087769078,0.01905932734967522,0.030404798700689316,0.022713265008481677,0.016348113860966452,0.6322844604624487,-0.24057247721659447,0.37605745286144515,0.836315379138633,0.30734483838027626,-0.034081524828040125
10,0.01,0.028082078410470397,-0.021396809149844553,0.02164901954352573,0.03342094765851159,0.026078025058197594,0.014446814421077054,0.6152662408460985,-0.0991158272153774,0.258969219385051,0.3016148957822278,0.3364760049715921,-0.19012994398893973
11,0.01,0.03407441343728198,-0.020955237969001225,0.02323938455043032,0.03634463111207957,0.0258600139088587,0.010398699921192965,0.599233502681158,0.04415711808433232,0.15903650069045872,0.2923683453567977,-0.0218011149338895,-0.4048114499884089
12,0.01,0.03898612234777135,-0.01952950690676182,0.022314472085684274,0.03585828774498355,0.023180778175556777,0.006350538534202114,0.4911708910489375,0.14257310622394037,-0.09249124647460452,-0.048634336709602155,-0.2679235733301927,-0.40481613869908506
13,0.01,0.044097444359701664,-0.017022465641777836,0.021254522506801467,0.034316669117343095,0.02035486902800905,-0.0006369282998039953,0.5111322011930313,0.25070412649839874,-0.10599495788828092,-0.15416186276404578,-0.2825909147547723,-0.6987466834006109
14,0.01,0.048271318102093015,-0.013448374823700546,0.019054981513666493,0.028835879810536327,0.014542907055001445,-0.007153433412958396,0.4173873742391353,0.35740908180772896,-0.21995409931349683,-0.5480789306806764,-0.5811961973007607,-0.65165051131544
15,0.01,0.051745202392811704,-0.010733956147453044,0.01716301930420813,0.027188265424885946,0.009236936737946894,-0.010737188915859132,0.3473884290718685,0.27144186762475025,-0.18919622094583646,-0.1647614385650384,-0.5305970317054549,-0.35837555029007345
16,0.01,0.055492409770503424,-0.0075270831523864224,0.014425961883278026,0.019496201328063317,0.007381950338118002,-0.015688486301295202,0.37472073776917214,0.3206872995066621,-0.27370574209301046,-0.7692064096822628,-0.18549863998288924,-0.49512973854360703
17,0.01,0.05904818514605204,-0.0057460252817505735,0.013857909385760711,0.016765052395195414,0.006264952113454876,-0.020382936939427033,0.3555775375548614,0.17810578706358485,-0.0568052497517315,-0.2731148932867901,-0.11169982246631258,-0.46944506381318307
18,0.01,0.06172034380260831,-0.004776382081085907,0.012738470535133155,0.014253265429263624,0.004283360495757019,-0.020957450911428102,0.2672158656556271,0.09696432006646669,-0.11194388506275549,-0.2511786965931791,-0.1981591617697857,-0.057451397200106974
19,0.01,0.06372156110142221,-0.004158836135817147,0.01174710207527789,0.012875387383862322,0.002834843536893809,-0.023194099064567538,0.20012172988139076,0.06175459452687596,-0.09913684598552634,-0.13778780454013012,-0.144851695886321,-0.22366481531394355
20,0.01,0.0659062551369096,-0.003713562194727315,0.010689130042110561,0.012367858237486429,-0.00033597345932107064,-0.028259112257505294,0.21846940354873895,0.044527394108983244,-0.10579720331673319,-0.050752914637589436,-0.31708169962148797,-0.5065013192937757
21,0.01,0.06792595190013483,-0.0033733660563524583,0.00995825797412155,0.012626964991117795,-0.0033980386560322467,-0.02724285725295249,0.20196967632252136,0.034019613837485675,-0.07308720679890102,0.02591067536313655,-0.3062065196711176,0.10162550045528079
