step,dt,v_x,v_y,v_z,w_x,w_y,w_z,a_x,a_y,a_z,aw_x,aw_y,aw_z
0,0.01,0.0003841792693185485,2.3865592058384147e-05,0.00014310057810673632,-0.0006204967976637833,3.1931842608897765e-05,-0.000246606135939307,0.03841792693185485,0.002386559205838415,0.014310057810673632,-0.06204967976637833,0.0031931842608897763,-0.024660613593930698
1,0.01,-0.0007676058603552399,0.0009265786839180842,-0.0007075952743142986,0.002550383661480461,0.0025620423340480636,0.0007828847074877255,-0.11517851296737884,0.09027130918597,-0.08506958524210348,0.3170880459144244,0.2530110491439166,0.10294908434270325
2,0.01,-0.0011269655804273216,0.0013458654026567505,-0.00023464249115530888,0.0031722377663569896,0.003266394785374903,0.0009456918741961376,-0.03593597200720817,0.041928671873866626,0.04729527831589897,0.06218541048765287,0.07043524513268393,0.01628071667084121
3,0.01,-0.0029958482902934587,0.0031454288781560895,-0.000574019599149883,0.0053777768486750945,0.006084972705400198,0.0033480741479401674,-0.1868882709866137,0.1799563475499339,-0.033937710799457406,0.22055390823181048,0.2818577920025295,0.24023822737440298
4,0.01,-0.0050984987528648745,0.005485804783095767,-0.0008153755756792407,0.0078345491492199,0.009028578682125931,0.0069895066508669805,-0.21026504625714157,0.23403759049396777,-0.024135597652935777,0.24567723005448056,0.29436059767257333,0.3641432502926813
5,0.01,-0.008103197117940018,0.010028281129527373,-0.0010546833213870295,0.01318907041344139,0.014294141504219033,0.011010306847664983,-0.30046983650751435,0.4542476346431606,-0.02393077457077887,0.5354521264221489,0.5265562822093102,0.4020800196798002
6,0.01,-0.01157678198628067,0.016119014733272458,-0.001191599905765673,0.01701155493149837,0.018833108217282048,0.01607372276911207,-0.3473584868340651,0.6090733603745084,-0.013691658437864351,0.382248451805698,0.4538966713063015,0.5063415921447089
7,0.01,-0.01531450870718025,0.02463381189598986,-0.0012320678150433122,0.024627356266375057,0.02679141324405134,0.022369261082009918,-0.37377267208995796,0.8514797162717402,-0.004046790927763927,0.7615801334876687,0.7958305026769293,0.6295538312897846
8,0.01,-0.01859149340299555,0.032530790628470876,-0.0018153971562350582,0.029764831693018613,0.033832432739591314,0.0271751920849879,-0.32769846958153015,0.7896978732481016,-0.05833293411917459,0.5137475426643556,0.7041019495539973,0.48059310029779817
9,0.01,-0.0207852423490269,0.04135352058874403,-0.0011040510010641002,0.036925617118488165,0.0395868387268153,0.031165491450454285,-0.21937489460313492,0.8822729960273153,0.0711346155170958,0.7160785425469551,0.5754405987223987,0.39902993654663854
