step,dt,v_x,v_y,v_z,w_x,w_y,w_z,a_x,a_y,a_z,aw_x,aw_y,aw_z
0,0.01,-1.0858637776728494e-05,0.000507295724979259,0.00029754666547260827,0.00042348312050895405,-0.0006231134278061479,0.00045251023834391686,-0.0010858637776728494,0.050729572497925896,0.029754666547260826,0.042348312050895405,-0.062311342780614794,0.04525102383439168
1,0.01,-9.41816015707668e-05,1.849779598978859e-05,-0.0003790507921534056,0.00014047170391381691,0.0002836237305849838,-0.00021671882847049159,-0.00833229637940383,-0.04887979289894704,-0.06765974576260138,-0.028301141659513713,0.09067371583911317,-0.06692290668144084
2,0.01,-0.00021356166040851016,0.0002668925582293734,-6.315292228833882e-05,-0.0007176893257670307,0.00046815416273409413,0.0008530651840040105,-0.011938005883774335,0.02483947622395848,0.03158978698650668,-0.08581610296808477,0.018453043214911036,0.1069784012474502
3,0.01,-0.0006778806775017038,0.0004094692931900677,0.0006160569631448102,-0.00023423507460937397,0.0005257130568590173,0.00021193737840449734,-0.046431901709319365,0.014257673496069429,0.06792098854331491,0.04834542511576567,0.0057558894124923165,-0.06411278055995132
4,0.01,-0.0018421287081518349,0.0015192761389613433,0.001189307767594515,0.0012419232379811554,0.0010889092674090785,0.0020502067075954026,-0.1164248030650131,0.11098068457712755,0.05732508044497047,0.14761583125905295,0.05631962105500612,0.18382693291909052
5,0.01,-0.004046793410196144,0.0027565480640223934,0.0027154537757361603,0.0022942412074677307,0.003077530921680565,0.0037667459661398367,-0.22046647020443091,0.12372719250610502,0.15261460081416453,0.10523179694865753,0.19886216542714863,0.17165392585444342
6,0.01,-0.00763572457512913,0.005369145748940733,0.004948597740273257,0.004141471616947263,0.004831780989835816,0.008551056561727898,-0.3588931164932986,0.2612597684918339,0.22331439645370962,0.18472304094795322,0.17542500681552506,0.47843105955880616
7,0.01,-0.011585882382848167,0.008848716812737283,0.007891603831401703,0.009839131740207277,0.009830183419529317,0.011686295449605389,-0.3950157807719037,0.34795710637965505,0.29430060911284467,0.5697660123260013,0.4998402429693501,0.31352388878774906
8,0.01,-0.015561721845086321,0.01287105855578175,0.012133464990287807,0.01553029114808024,0.013720191959477579,0.01809714932350396,-0.3975839462238154,0.40223417430444663,0.4241861158886103,0.5691159407872964,0.38900085399482615,0.6410853873898571
9,0.01,-0.01916465875929916,0.015990754927586594,0.01714599255691738,0.019471027661501522,0.016334078384088305,0.023336691528860302,-0.3602936914212838,0.31196963718048437,0.5012527566629572,0.39407365134212813,0.26138864246107263,0.5239542205356342
10,0.01,-0.02108107025261551,0.019500773229041934,0.022267264399937627,0.022548234886489636,0.014805678681887813,0.028450418882512485,-0.19164114933163492,0.351001830145534,0.5121271843020248,0.3077207224988113,-0.1528399702200492,0.5113727353652182
11,0.01,-0.021871284225768235,0.022028604132114275,0.028457376834135278,0.02643265137462294,0.015276932351880546,0.03277982960034449,-0.07902139731527265,0.25278309030723406,0.6190112434197651,0.38844164881333026,0.04712536699927328,0.4329410717832008
12,0.01,-0.021604776021526266,0.02270521889146019,0.03382427460305161,0.025607640848085377,0.011599701301186083,0.03579721480400019,0.02665082042419692,0.0676614759345915,0.5366897768916332,-0.08250105265375611,-0.3677231050694462,0.30173852036556936
13,0.01,-0.019889017873658477,0.022387624943668086,0.038426914535917435,0.020719332644963864,0.006422201024237713,0.03526417928683212,0.17157581478677886,-0.03175939477921032,0.46026399328658246,-0.48883082031215136,-0.517750027694837,-0.053303551716806646
14,0.01,-0.01731317605953988,0.02142004941808804,0.04303577665624598,0.017489711896282973,0.001519647336200982,0.03382204130258469,0.2575841814118598,-0.09675755255800465,0.4608862120328544,-0.32296207486808903,-0.49025536880367315,-0.14421379842474297
15,0.01,-0.014300302525557806,0.019031428144776368,0.04759869672592364,0.014554678675975208,-0.0022950441468152097,0.030424785238760816,0.3012873533982073,-0.23886212733116724,0.45629200696776573,-0.2935033220307765,-0.38146914830161915,-0.33972560638238747
16,0.01,-0.01127100607266915,0.01654580708187373,0.0509514462147309,0.00866334265963683,-0.010096806275765015,0.02650614735768885,0.3029296452888656,-0.24856210629026382,0.33527494888072606,-0.5891336016338378,-0.7801762128949805,-0.39186378810719646
17,0.01,-0.008001608665796484,0.015014293943555926,0.05533267376130198,0.005657466299175448,-0.015240875028203527,0.02193453482138162,0.3269397406872666,-0.15315131383178032,0.43812275465710815,-0.30058763604613825,-0.5144068752438512,-0.457161253630723
18,0.01,-0.006295681616968843,0.013470759236061742,0.0587525017913729,0.004892139007806452,-0.017291691279886973,0.019159494841925286,0.1705927048827641,-0.15435347074941838,0.34198280300709244,-0.07653272913689962,-0.20508162516834452,-0.2775039979456335
19,0.01,-0.005028251851142205,0.012424271071921605,0.06149201038220944,0.0042485193251699735,-0.021005925198426124,0.015787796413611214,0.12674297658266379,-0.10464881641401372,0.2739508590836534,-0.06436196826364783,-0.37142339185391515,-0.3371698428314071
20,0.01,-0.004582113983531912,0.01179100549806591,0.06357434130362721,0.0011296816913076025,-0.020894065191725486,0.014374613858688889,0.04461378676102936,-0.06332655738556947,0.20823309214177757,-0.3118837633862371,0.01118600067006384,-0.14131825549223256
21,0.01,-0.0038651386065872576,0.010441456292397708,0.06539449498694674,-0.0033790049864097205,-0.020663101910441403,0.011987099892004392,0.07169753769446542,-0.13495492056682015,0.1820153683319531,-0.4508686677717323,0.023096328128408353,-0.23875139666844972
22,0.01,-0.0035553468459556163,0.008416334367142505,0.06731957869991785,-0.009773867789140784,-0.026176726074877033,0.01331763269958225,0.030979176063164124,-0.20251219252552036,0.19250837129711068,-0.6394862802731063,-0.551362416443563,0.13305328075778575
23,0.01,-0.001912861953305089,0.006022488421962772,0.06890086877390414,-0.014200778220848888,-0.03095888814297293,0.009150954880032387,0.16424848926505273,-0.23938459451797325,0.15812900739862884,-0.4426910431708104,-0.47821620680958965,-0.41666778195498627
24,0.01,0.00020507205617488754,0.003911262737098939,0.07028792054974206,-0.021305185711319844,-0.03284373021946786,0.006555041033991499,0.21179340094799765,-0.21112256848638336,0.1387051775837922,-0.7104407490470955,-0.1884842076494933,-0.25959138460408876
25,0.01,0.0020215433185032444,0.0011726242161757125,0.07153948474854865,-0.024518036229365634,-0.03854647631640394,0.003575798848502291,0.1816471262328357,-0.2738638520923226,0.1251564198806593,-0.321285051804579,-0.5702746096936079,-0.2979242185489208
26,0.01,0.004565692811405064,-0.0012036965482626497,0.07354647380132243,-0.024941984752385352,-0.04301360021271305,-0.002265309021147422,0.254414949290182,-0.2376320764438362,0.20069890527737722,-0.04239485230197182,-0.44671238963091064,-0.5841107869649713
27,0.01,0.0061299387631196574,-0.003743969236678282,0.07372667429176735,-0.02474899545600847,-0.04058284793919603,-0.011105101537387932,0.15642459517145932,-0.25402726884156324,0.018020049044492614,0.019298929637688242,0.2430752273517016,-0.8839792516240509
28,0.01,0.006584259779986454,-0.005994949571338992,0.07386778655091517,-0.028505378123353065,-0.03848829151833622,-0.014251496526218311,0.045432101686679674,-0.225098033466071,0.014111225914781311,-0.37563826673445955,0.20945564208598097,-0.3146394988830379
29,0.01,0.006680640766614209,-0.008366735855831597,0.0732856335521124,-0.03167179102422115,-0.038137147776797414,-0.018384804528699433,0.00963809866277544,-0.23717862844926046,-0.058215299880276516,-0.3166412900868085,0.03511437415388077,-0.41333080024811214
30,0.01,0.00662021943067799,-0.010142435864305813,0.0734306552385576,-0.03456425892148305,-0.038152910146218896,-0.0224120386797382,-0.0060421335936218686,-0.17757000084742158,0.014502168644520141,-0.28924678972618995,-0.0015762369421482014,-0.4027234151038766
