step,dt,v_x,v_y,v_z,w_x,w_y,w_z,a_x,a_y,a_z,aw_x,aw_y,aw_z
0,3.5762786865234375e-06,0.00035735159601347994,3.5085444167293244e-05,0.000621931145274679,0.0016479858456261334,-0.00029575911293345283,-0.0004462047854869104,99.92274857104819,9.810601254176984,173.9045526900112,460.8102416168716,-82.70024202754887,-124.76790110579269
1,0.010036706924438477,-0.0008110107779087133,-0.0011393714843974626,7.948182378631928e-05,0.000553324717056022,0.00010840292823189426,0.0037546930915075107,-0.1164089359904827,-0.1170161625129313,-0.054046543908495004,-0.10906576597396807,0.04026839123709481,0.4185534068714923
2,0.010006427764892578,-0.000643299951229298,-0.002594642728608645,0.001797919388857154,0.0037848974686114736,0.0020956304257925217,0.004718184588911785,0.016760309535019734,-0.14543364309458992,0.17173337033421163,0.3229496906871584,0.19859509749651008,0.09628725855441356
3,0.010043144226074219,-0.00030695475824990965,-0.006875557270538165,0.007995558229871627,0.011423783696870748,0.010153489907467275,0.00836822117200287,0.033490029159011975,-0.42625242111084305,0.6171014476645704,0.760607042605944,0.802324381716512,0.3634356433530829
4,0.010022401809692383,-0.0008906552999742828,-0.010217610381652304,0.0136845207160331,0.013681403463461419,0.01579591638576497,0.01819853179264151,-0.05823958695807754,-0.33345830416439026,0.5676246666402696,0.22525735940933747,0.5629814674603308,0.9808338168134532
5,0.010020732879638672,0.0008715210896322504,-0.015793611548590738,0.021547326831471845,0.027784787584737944,0.022300521712866093,0.022531497805957833,0.17585304495913015,-0.5564464429810739,0.7846537982681224,1.4074204243018467,0.6491147309512625,0.4324001113851224
6,0.010064840316772461,-0.002284808628460882,-0.01798324145140743,0.030224710080017782,0.02088663330983906,0.022908426760868374,0.035773860704642946,-0.31359958218445816,-0.21755237379849987,0.8621481290751919,-0.6853714572503968,0.06039887657126966,1.3157052155728197
7,0.010029077529907227,-0.002815665265408017,-0.02054095871038942,0.040295163238661565,0.026490987572355663,0.028869959800550658,0.045126021701916395,-0.05293175123675059,-0.25503016118429095,1.0041255667446156,0.5588105432233553,0.5944248632942246,0.932504606668442
8,0.010101079940795898,0.002283466514301702,-0.02421647389243078,0.048524051871720646,0.04160641624717537,0.04732248514625437,0.04620048693412718,0.5048105558610143,-0.36387348715030116,0.8146543420396581,1.4964170923716809,1.8267873785631852,0.10637132252277894
9,0.01003885269165039,-0.0015849630560850426,-0.02704547802506947,0.05834145343477856,0.043247215651665366,0.046819838226024736,0.055054631466591834,-0.3853457849425594,-0.281805522954994,0.9779405938711845,0.16344491296846075,-0.05007015598980751,0.8819876936563593
