step,dt,v_x,v_y,v_z,w_x,w_y,w_z,a_x,a_y,a_z,aw_x,aw_y,aw_z
0,0.01,0.00037890093809329526,0.0003122226166818336,0.00024360567077823285,0.0006535497515006033,-0.0004624579677702843,-0.0006117227693552063,0.03789009380932953,0.03122226166818336,0.024360567077823286,0.06535497515006032,-0.046245796777028426,-0.06117227693552063
1,0.01,0.00017954078666492757,0.00043515873469714416,0.0009010869552711771,0.0017335952357793274,0.00032925516188960034,-0.0004787157578161925,-0.01993601514283677,0.012293611801531051,0.06574812844929441,0.10800454842787241,0.07917131296598846,0.013300701153901378
2,0.01,-0.000178185984141745,0.0007212998974572072,0.0003444652663720275,0.0007717180271343218,0.00025860686183572094,-0.0007399342750067056,-0.03577267708066725,0.028614116276006303,-0.05566216888991496,-0.09618772086450056,-0.007064830005387943,-0.026121851719051303
3,0.01,-0.0007606594586327066,0.001614451849911826,0.0004916262533158573,0.0014904515434266475,0.0016704861176919318,0.00026984174686955843,-0.058247347449096154,0.08931519524546187,0.01471609869438298,0.07187335162923257,0.1411879255856211,0.1009776021876264
4,0.01,-0.0012969117109385272,0.0038365468330128346,-6.762825831522613e-05,0.0005224442469716092,0.001207235777304688,-0.0007670669592249328,-0.05362522523058207,0.2222094983101008,-0.05592545116310835,-0.09680072964550382,-0.0463250340387244,-0.1036908706094491
5,0.01,-0.0015348954365490153,0.008887481421094141,-0.0015530844315925156,-0.0015301309459879566,0.0006321832170811904,-0.00509750305844729,-0.0237983725610488,0.5050934588081308,-0.14854561732772895,-0.20525751929595656,-0.057505256022349724,-0.4330436099222358
6,0.01,-0.001376398289200235,0.016363765191589344,-0.0047492276661346205,-0.0059742673268136075,-0.000736451676203569,-0.012762804634703334,0.015849714734878034,0.7476283770495202,-0.31961432345421054,-0.44441363808256507,-0.13686348932847595,-0.7665301576256045
7,0.01,-0.0018060491969423048,0.02593861331153677,-0.009672742422410978,-0.014144928161630363,-0.005687446758286078,-0.02067868107932363,-0.042965090774206995,0.9574848119947423,-0.4923514756276356,-0.8170660834816756,-0.4950995082082508,-0.7915876444620291
8,0.01,-0.0015649594968283316,0.03769442768571077,-0.015225448893207979,-0.0243498964053246,-0.012035477264952315,-0.03527503357485301,0.02410897001139732,1.1755814374174003,-0.5552706470797001,-1.0204968243694237,-0.6348030506666237,-1.459635249552938
9,0.01,-0.0014915764140973039,0.048804816034652004,-0.021357798361029724,-0.033930383265074734,-0.02006113695958209,-0.04728468090033519,0.007338308273102763,1.1110388348941231,-0.6132349467821744,-0.9580486859750136,-0.8025659694629778,-1.2009647325482178
10,0.01,-0.0017801608548348347,0.059143511390356465,-0.028103065830782373,-0.04626407469806158,-0.029450195975439922,-0.05715859545884953,-0.028858444073753053,1.0338695355704464,-0.6745267469752653,-1.2333691432986846,-0.9389059015857828,-0.9873914558514342
11,0.01,-0.0024380149234114403,0.06752937207783515,-0.0325288999568606,-0.05467461882644011,-0.03944569579240668,-0.06399480183866348,-0.06578540685766056,0.8385860687478673,-0.44258341260782214,-0.8410544128378531,-0.9995499816966756,-0.6836206379813947
