step,dt,v_x,v_y,v_z,w_x,w_y,w_z,a_x,a_y,a_z,aw_x,aw_y,aw_z
0,3.337860107421875e-06,8.556359681554764e-06,8.380161959959111e-05,-2.8781877064839203e-05,-0.0002621686413698393,0.0009323012543435099,-0.0008964696202052189,2.563426688413134,25.106390592360242,-8.622853007183096,-78.54392722657731,279.3110628784287,-268.5761509932307
1,0.01002359390258789,-0.00020989128184312927,-0.0009326610147338262,0.0009666715305888697,0.0016831754760579369,0.0017107578105328835,0.0015703431601087545,-0.021793345146223976,-0.10140700473419888,0.09931102729498079,0.19407650951676397,0.07766241966251164,0.24610063060087572
2,0.01003885269165039,-0.00012207636985541,-0.001477964367734546,0.0012303858684924924,0.0027749589011946234,0.0011542919457056774,0.0018798592234938872,0.008747504788147505,-0.05431929023664872,0.026269370216275987,0.10875579696918503,-0.05543122126794779,0.030831816432824677
3,0.010015726089477539,-4.099440758348313e-05,-0.002621360605946852,0.002879916257816903,0.0033020675615919163,0.0040598968751379754,0.004167526895712873,0.008095465226141827,-0.11416009463493128,0.1646940396121053,0.05262810261465418,0.2901042723687211,0.22840757143133092
4,0.010095357894897461,-0.0001691720772067834,-0.004382546373665828,0.004859452537888275,0.007040122937619752,0.0059109920601043186,0.006416120079145485,-0.012696693961497455,-0.17445501051618384,0.19608381403416092,0.3702746762368056,0.18336102634874887,0.22273536083045936
5,0.010039567947387695,-0.0003986653704994227,-0.007382427561403767,0.009303923413808599,0.012059076226846894,0.00985904368714981,0.011655086917713203,-0.022858881427497448,-0.298805805534541,0.4426954326333117,0.4999172589427096,0.3932491565110407,0.5218319021318943
6,0.010085105895996094,-0.0009729249272896901,-0.010680160102373635,0.015363140309360172,0.016187643293489897,0.01312825025920645,0.01809163740203413,-0.05694135120765121,-0.326990373227425,0.6008084553635824,0.40937270359075695,0.3241618487471265,0.6382233910777588
7,0.010024070739746094,-0.0011234655481428852,-0.014611829760723689,0.023197563930284416,0.02071129407147014,0.02146756003046409,0.027463890283357092,-0.015017912858125754,-0.39222285640510574,0.7815610867409633,0.45127881630400635,0.8319284637718818,0.9349747347812869
8,0.010104894638061523,-0.0014867269391530863,-0.01846130156174891,0.031094764871770493,0.02878807607869254,0.02636728249890707,0.03395215351868736,-0.03594905281267609,-0.3809512062130406,0.7815223438095181,0.7992940348729666,0.4848860521501609,0.6420911318452849
9,0.01004481315612793,-0.0014928501254189398,-0.02132845060644099,0.04018244375301178,0.031773349372996244,0.0329441310384349,0.042124726628168,-0.0006095868754032645,-0.285435776666781,0.904713581028361,0.29719550258458605,0.6547507093763675,0.8136112620964859
