step,dt,v_x,v_y,v_z,w_x,w_y,w_z,a_x,a_y,a_z,aw_x,aw_y,aw_z
0,0.01,-0.00035242706369709647,-2.338719519610972e-05,5.9391411763836204e-05,0.00028086028621453565,0.0011509421887766795,0.0004412760909303874,-0.035242706369709643,-0.0023387195196109723,0.005939141176383621,0.028086028621453565,0.11509421887766795,0.04412760909303874
1,0.01,-0.0010902807809002285,0.0008487174956069762,-0.0004360117065934248,0.0015049234721266533,0.002280738933076894,0.0014247772644174594,-0.0737853717203132,0.08721046908030859,-0.049540311835726096,0.12240631859121177,0.11297967443002145,0.0983501173487072
2,0.01,-0.0018767497290575307,0.001511596839085223,-0.000371832343609473,0.0020535077601214337,0.0031932198293897767,0.0026704686666326923,-0.07864689481573023,0.06628793434782468,0.00641793629839518,0.05485842879947803,0.09124808963128826,0.12456914022152328
3,0.01,-0.0032686891687407223,0.0026818690632011578,-0.0005805441151308219,0.004310229395782241,0.005490423706980607,0.004049538826015329,-0.13919394396831916,0.11702722241159348,-0.020871177152134886,0.22567216356608072,0.22972038775908304,0.13790701593826368
4,0.01,-0.004871115755677615,0.004715461915680138,-0.0007555070668400901,0.00609008048687006,0.008227756614313127,0.006179043327751759,-0.16024265869368923,0.20335928524789804,-0.017496295170926823,0.17798510910878193,0.27373329073325203,0.212950450173643
5,0.01,-0.008438750232075116,0.009277531021453119,-0.0007510628301527614,0.011039629365388562,0.013405836779627011,0.01210125424386925,-0.35676344763975015,0.45620691057729806,0.000444423668732874,0.49495488785185016,0.5178080165313884,0.5922210916117491
6,0.01,-0.011975895664605421,0.015650818346691308,-0.0006210458002894667,0.017335128621979102,0.019836936762615765,0.01760965654709397,-0.35371454325303053,0.6373287325238188,0.013001702986329463,0.629549925659054,0.6431099982988754,0.5508402303224719
7,0.01,-0.016178648711794523,0.023563370852254566,-0.0012450130607285597,0.02298877170083602,0.028252966421264347,0.023480847374480456,-0.42027530471891017,0.7912552505563257,-0.06239672604390929,0.5653643078856917,0.8416029658648582,0.5871190827386488
8,0.01,-0.019374840257899033,0.03201002928782358,-0.0015424606601215935,0.0285397223855496,0.03523471525216952,0.02866793736741684,-0.319619154610451,0.8446658435569014,-0.029744759939303384,0.555095068471358,0.6981748830905173,0.5187089992936385
9,0.01,-0.022233813092382655,0.040690555350620806,-0.0016248472549569455,0.0353218044188051,0.04224597554559907,0.032730816781121774,-0.28589728344836224,0.8680526062797227,-0.008238659483535202,0.6782082033255501,0.701126029342955,0.40628794137049334
10,0.01,-0.024432779969813575,0.049001132988946663,-0.0023247352153472995,0.03994961316427891,0.047737626522329046,0.0360170546249828,-0.21989668774309196,0.8310577638325857,-0.06998879603903539,0.46278087454738115,0.5491650976729975,0.3286237843861027
11,0.01,-0.02635209809221515,0.05584628362170742,-0.0031366166466348724,0.04415192064985761,0.053046339617834205,0.03845217131302878,-0.19193181224015746,0.6845150632760755,-0.08118814312875729,0.42023074855786974,0.5308713095505159,0.24351166880459754
12,0.01,-0.026711062178934163,0.0624083045037777,-0.0023545521700332446,0.050046526718702765,0.05544772664499061,0.041509989278008655,-0.03589640867190137,0.656202088207028,0.07820644766016278,0.5894606068845155,0.2401387027156407,0.3057817964979878
13,0.01,-0.02701997292100894,0.06821837192827182,-0.001858961996114317,0.05378437753758022,0.05823876740731533,0.04274959349087057,-0.030891074207477567,0.5810067424494122,0.04955901739189276,0.3737850818877453,0.27910407623247185,0.12396042128619139
14,0.01,-0.0271018580046291,0.07355510282553798,-0.0020399943261067747,0.054441684772375154,0.06024123743270893,0.04524017495268703,-0.00818850836201597,0.5336730897266162,-0.018103232999245763,0.06573072347949363,0.20024700253935962,0.24905814618164587
15,0.01,-0.026964699247452067,0.07805397070480567,-0.001358002537807767,0.0581130842280993,0.06306904898562783,0.0461827794990795,0.013715875717703122,0.449886787926769,0.06819917882990077,0.3671399455724145,0.28278115529189046,0.09426045463924726
16,0.01,-0.025984187231619892,0.08254335184271067,-0.00014770947703729442,0.05959482546631513,0.06336100811375374,0.04770236008902135,0.09805120158321752,0.44893811379049936,0.12102930607704725,0.14817412382158307,0.029195912812590707,0.15195805899418519
17,0.01,-0.02605076545086981,0.0860094248018058,-0.00026854497889459115,0.0604278628153553,0.06527523754018433,0.04907274732808476,-0.0066578219249918,0.3466072959095137,-0.012083550185729673,0.08330373490401735,0.19142294264305887,0.13703872390634086
18,0.01,-0.025424188877796038,0.08942423153845694,0.00030766871650029365,0.061232838119711475,0.06542956491560385,0.05177255766230084,0.06265765730737727,0.34148067366511353,0.05762136953948848,0.08049753043561717,0.015432737541952457,0.26998103342160823
19,0.01,-0.024554178041550048,0.09146586804774329,0.0012735265503484073,0.06284941299336709,0.06488473032683398,0.05282210569343769,0.087001083624599,0.20416365092863487,0.09658578338481137,0.16165748736556157,-0.05448345887698741,0.10495480311368474
20,0.01,-0.02256543304947501,0.09320813325316223,0.0019154791077462268,0.05882809740550258,0.06148719653091321,0.05518223042983709,0.19887449920750372,0.17422652054189386,0.06419525573978194,-0.4021315587864511,-0.3397533795920768,0.2360124736399398
21,0.01,-0.02043477940629189,0.09421300205530535,0.00251503414551484,0.05651700962184246,0.059099716462639874,0.05568480793687288,0.2130653643183121,0.10048688021431218,0.05995550377686132,-0.23110877836601193,-0.23874800682733358,0.05025775070357924
22,0.01,-0.018447754018483302,0.0944227106395736,0.0029445593407113318,0.052053551006765675,0.055883526515385286,0.05505287356247315,0.19870253878085872,0.02097085842682478,0.04295251951964918,-0.44634586150767847,-0.32161899472545885,-0.06319343743997341
23,0.01,-0.01717057120471977,0.09447983834873476,0.003230758095707116,0.048053330109210396,0.05372460882150506,0.054951159509674996,0.12771828137635305,0.005712770916116439,0.02861987549957843,-0.4000220897555279,-0.21589176938802274,-0.010171405279815054
24,0.01,-0.015018739002500434,0.0946606089595577,0.0037509966209250817,0.04441605938297695,0.05004380821594244,0.05414587532040236,0.21518322022193379,0.018077061082294454,0.05202385252179656,-0.36372707262334464,-0.36808006055626186,-0.08052841892726356
