step,dt,v_x,v_y,v_z,w_x,w_y,w_z,a_x,a_y,a_z,aw_x,aw_y,aw_z
0,0.01,0.00014954828546045998,-0.0004303567835611073,0.00020708620369117053,-0.0011387554993325408,-0.0005591750940999209,-0.0006402364798797232,0.014954828546045998,-0.043035678356110725,0.020708620369117053,-0.11387554993325408,-0.055917509409992086,-0.06402364798797232
1,0.01,-0.00036645867082370903,-0.0005252549092056597,-0.0001945567254266691,-0.0015619801252294485,0.0004123621464866764,-0.0003404348008868254,-0.0516006956284169,-0.009489812564455243,-0.040164292911783965,-0.04232246258969077,0.09715372405865973,0.029980167899289773
2,0.01,-0.0011298342282816609,0.0007927479702576749,-6.516079166836729e-05,0.0008495307888708598,0.0029792642870765987,-0.0008267240002211313,-0.07633755574579518,0.13180028794633344,0.01293959337583018,0.24115109141003083,0.2566902140589922,-0.04862891993343059
3,0.01,-0.0028120286035977736,0.0027049594371581,-2.9701524361447945e-05,0.0034507550767491485,0.005348893697058237,0.0020082881538502875,-0.16821943753161128,0.1912211466900425,0.003545926730691934,0.2601224287878289,0.23696294099816384,0.2835012154071419
4,0.01,-0.0048164375360458846,0.005056916438480416,0.0002670354771014225,0.006870017219408317,0.008146947599839844,0.00529723204150708,-0.2004408932448111,0.2351957001322316,0.029673700146287046,0.34192621426591685,0.2798053902781607,0.3288943887656792
5,0.01,-0.006595469880927074,0.008456905769714203,0.0006594797434236892,0.0102903022617379,0.01111152143509439,0.008951492188596052,-0.17790323448811893,0.3399989331233787,0.039244426632226666,0.3420285042329583,0.2964573835254546,0.36542601470889724
6,0.01,-0.008156470138923419,0.011574936114459991,0.00032541472045425783,0.011910656001376656,0.014844974491530676,0.010517897655736266,-0.15610002579963447,0.3118030344745788,-0.033406502296943134,0.16203537396387563,0.37334530564362856,0.15664054671402136
7,0.01,-0.009635301490485972,0.015349438779993372,0.0004678231868388748,0.01507869972418419,0.017841886951351155,0.013191498184664313,-0.1478831351562553,0.3774502665533381,0.014240846638461696,0.3168043722807533,0.29969124598204794,0.26736005289280473
8,0.01,-0.010882394838726567,0.018967127682056845,0.0005873894363300122,0.018077950168629692,0.02139424563158217,0.014248159043138546,-0.12470933482405955,0.36176889020634734,0.011956624949113736,0.2999250444445503,0.3552358680231016,0.10566608584742336
9,0.01,-0.011929672309873449,0.022338235389533993,0.0006342466293403697,0.02058136626519833,0.023948229794950975,0.015500807036986867,-0.10472774711468812,0.3371107707477148,0.004685719301035756,0.25034160965686364,0.2553984163368803,0.12526479938483204
10,0.01,-0.01444168399090126,0.028806551847547646,0.000955968814142457,0.026310878589455067,0.02891066116103478,0.020029886835976805,-0.2512011681027812,0.6468316458013653,0.03217221848020872,0.5729512324256738,0.49624313660838054,0.45290797989899384
11,0.01,-0.016818123715892336,0.03593437382959118,0.001140058574853711,0.03214882266135934,0.03521284357335116,0.02293614953251396,-0.23764397249910751,0.7127821982043533,0.018408976071125408,0.5837944071904275,0.6302182412316378,0.2906262696537154
12,0.01,-0.01937286511784079,0.043502242796660776,0.0014377546905356524,0.03840223022058474,0.04122379003321295,0.02763573748153842,-0.25547414019484527,0.7567868967069596,0.029769611568194132,0.6253407559225398,0.601094645986179,0.46995879490244613
13,0.01,-0.02191675875490221,0.05133795297730814,0.0016974691623776767,0.046057689207307365,0.04707130976174841,0.032942943860199435,-0.2543893637061423,0.7835710180647367,0.02597144718420243,0.7655458986722624,0.5847519728535463,0.5307206378661014
14,0.01,-0.02339701157899992,0.058678698965615506,0.0018059277560401033,0.051433146647175666,0.05196751553197608,0.03599881510404031,-0.1480252824097708,0.7340745988307362,0.010845859366242659,0.5375457439868302,0.4896205770227667,0.30558712438408725
15,0.01,-0.02470107454546234,0.06539145543258479,0.002090863174289597,0.057138653491463465,0.05608439999107071,0.039688167571800735,-0.13040629664624187,0.6712756466969283,0.02849354182494939,0.5705506844287799,0.41168844590946313,0.3689352467760427
16,0.01,-0.026018482094577022,0.07166910106554537,0.0025156165780300488,0.06292253841576131,0.059491390864110615,0.04446431116675086,-0.1317407549114684,0.6277645632960585,0.042475340374045156,0.578388492429785,0.3406990873039903,0.47761435949501274
17,0.01,-0.02635835115519452,0.07693199350750612,0.002574270091690006,0.06550863569089135,0.06205299854947751,0.046345220975449054,-0.03398690606174967,0.526289244196075,0.005865351365995711,0.25860972751300393,0.25616076853668956,0.18809098086981918
18,0.01,-0.026596365361902418,0.08166072038190078,0.002649259079384886,0.06845311063615045,0.06406984950383246,0.04914123267163669,-0.0238014206707899,0.47287268743946564,0.00749889876948801,0.29444749452590957,0.20168509543549498,0.27960116961876363
19,0.01,-0.026648078793413982,0.08572610699130627,0.0029746908402232845,0.07031044574287808,0.06545938338658452,0.05102650710808802,-0.005171343151156443,0.40653866094054886,0.03254317608383985,0.18573351067276284,0.13895338827520642,0.18852744364513327
